,0
367,-0.28397095
368,-0.30435374
369,-0.083761774
370,0.97563034
371,-1.0499699
372,-0.85023075
373,-0.049684376
374,-0.3584633
375,1.1176903
376,-0.19398509
377,-0.88040507
378,-0.28568822
379,-0.07977779
380,-0.19004564
381,0.86918014
382,1.6286774
383,-1.212913
384,0.16670111
385,-1.2758334
386,-0.01486063
387,0.0068657026
388,-0.54096603
389,-0.19808578
390,-0.6589969
391,0.052201897
392,-0.17424363
393,-0.23716849
394,1.0114739
395,-0.1361325
396,-0.73291916
397,0.2964723
398,0.17505258
399,0.9636015
400,0.09432863
401,0.1521715
402,-0.811308
403,-0.29753688
404,-0.26892295
405,-0.5641057
406,-0.11204748
407,-0.023327686
408,0.53620607
409,-0.7378765
410,0.83748466
411,-0.0920586
412,1.8640006
413,0.861856
414,0.5809813
415,-0.21949692
416,-1.8524334
417,-0.1804295
418,-0.59011096
419,-0.23445171
420,1.0355055
421,0.4681868
422,0.013442017
423,-0.3563854
424,0.8699052
425,-0.35181534
426,1.0671718
427,0.57142836
428,-0.19136715
429,1.374166
430,0.99877745
431,-0.7493719
432,-0.10967178
433,-0.8727692
434,-1.2196934
435,-0.7491345
436,0.9123123
437,0.20317787
438,-0.26933384
439,0.8297803
440,-0.20854178
441,-0.22232601
442,0.0533382
443,0.7908943
444,0.8072282
445,0.19968033
446,-0.31827492
447,-0.7196383
448,0.066982
449,1.7387421
450,-0.29823574
451,-0.27389842
452,-0.23727009
453,0.66060936
454,-0.013712704
455,0.15685183
456,-0.3244325
457,-0.046424963
458,-0.33299273
459,-0.16361046
460,0.081519425
461,-0.2227276
462,0.14144537
463,-0.13585111
464,-0.6401967
465,0.54079336
466,0.19547111
467,-0.004285708
468,0.342084
469,0.9347953
470,0.20041329
471,0.056308657
472,-0.5970654
473,0.8908394
474,-0.026823044
475,1.1831546
476,1.2499208
477,-1.6325066
478,0.097424194
479,0.86982256
480,0.23329273
481,-0.27130184
482,-0.99887013
483,-0.75614125
484,1.1863077
485,-0.7254435
486,-0.33425164
487,1.0303674
488,0.6385793
489,0.91300434
490,-0.3442425
491,-0.26533237
492,-0.7932699
493,0.4728741
494,1.3487089
495,0.24531913
496,-0.8432516
497,-0.5425349
498,1.7118733
499,1.8781588
500,-0.08239098
501,0.1396753
502,-0.09832382
503,-0.70233625
504,0.17452282
505,0.4875539
506,-0.21544236
507,0.8634271
508,-0.17633021
509,-0.85944605
510,-0.6297607
511,-0.17238063
512,-1.3160229
513,1.2917576
514,-0.011014104
515,1.0625057
516,-0.3182516
517,1.8727045
518,-1.7116706
519,-0.09070226
520,0.962678
521,-0.1008369
522,-0.6637551
523,-0.68545413
524,1.0861301
525,-0.1742973
526,1.5808237
527,-0.16349804
528,-0.5901089
529,-0.5967091
530,-0.014560103
531,-0.10379302
532,0.18444633
533,-0.1103098
534,0.13496748
535,1.4934843
536,-0.02596683
537,-1.5455098
538,1.4025362
539,0.15115607
540,-0.05332335
541,-0.10915403
542,0.6748933
543,0.15066475
544,1.0695517
545,0.15819621
546,0.84882754
547,0.89460117
548,-0.66889924
549,0.25250775
550,0.0059551448
551,-0.31170803
552,0.049645454
553,-0.0029644817
554,-0.21721572
555,1.0196674
556,0.15007812
557,-0.30604866
558,0.7863937
559,1.189292
560,-1.6318407
561,-0.71444064
562,0.031857878
563,0.8402752
564,0.057178035
565,0.19945565
566,-0.17289114
567,-0.586552
568,-0.8318274
569,-0.31360647
570,-0.7146867
571,-0.8100197
572,-0.95505655
573,-0.24587849
574,-0.033379175
575,-1.1761477
576,0.19515073
577,-0.03672111
578,0.1562632
579,-0.15862069
580,0.9586006
581,-0.70833904
582,-0.12714474
583,-0.5084437
584,-0.84939164
585,0.11127326
586,-0.2923671
587,-1.1915758
588,0.7353086
589,-0.25942135
590,1.7968047
591,1.449399
592,0.030714124
593,1.6119504
594,-0.15214838
595,-0.01533886
596,0.19337165
597,-0.6919648
598,1.1693397
599,0.12571254
600,-0.71008
601,-0.002587527
602,0.18823332
603,-0.7158739
604,0.5776862
605,0.87004244
606,0.15468311
607,-0.0105075985
608,0.77624303
609,-0.81091326
610,0.6645462
611,-0.28980154
612,0.014977589
613,-0.028335243
614,-0.30107552
615,-0.69506615
616,-0.9712546
617,-1.1062965
618,-0.01781001
619,-0.21693397
620,1.0076864
621,-0.3468821
622,0.88685435
623,-1.0197705
624,0.5949672
625,-0.16962263
626,0.42830032
627,0.61771077
628,-0.2395815
629,0.16763991
630,0.19234055
631,1.7480984
632,0.124734044
633,-0.33400387
634,0.8316384
635,-0.31295794
636,-1.2060006
637,-0.8570227
638,-1.1464846
639,0.81770295
640,0.44721967
641,1.707061
642,-0.8541464
643,1.9935629
644,0.57086736
645,-0.3701771
646,0.8136702
647,-0.1277665
648,-0.041154295
649,-0.8739447
650,-0.2737752
651,-0.19218884
652,-0.017599568
653,0.15635347
654,0.09882961
655,0.086315215
656,-0.6190278
657,-0.15648243
658,-0.2175239
659,-0.594358
660,0.013784438
661,-0.04676807
662,-0.27900583
663,-0.12309542
664,-0.38733804
665,-1.1565268
666,1.2808781
667,-0.34557408
668,-0.24159643
669,0.63204974
670,-0.97049296
671,-0.29487145
672,-0.33085054
673,-0.09415355
674,0.888491
675,-0.946744
676,0.8333383
677,0.32499143
678,-1.4067919
679,0.90587384
680,-1.6083021
681,1.2807655
682,-0.29055768
683,0.16774005
684,-0.32092807
685,0.8335533
686,-0.7717139
687,-0.31867597
688,-0.3232903
689,-1.5438836
690,0.9000862
691,-0.31287855
692,-0.019902043
693,-0.20968094
694,-0.24514547
695,1.0949388
696,0.10946077
697,0.4079346
698,-0.29114297
699,0.0018550828
700,0.123417884
701,-0.15281883
702,0.41353273
703,0.93377763
704,0.57124335
705,0.18313861
706,0.15308166
707,-0.31725997
708,-0.17243871
709,-1.5252886
710,0.6242091
711,-0.9133035
712,0.5802439
713,0.07834658
714,-0.70796806
715,0.093514055
716,-0.25457525
717,0.7890679
718,-0.908859
719,-0.8012383
720,-0.011108644
721,-0.740601
722,1.1298397
723,-0.24587865
724,0.10448441
725,-0.840364
726,0.96306604
727,0.14904255
728,-0.6396925
729,-1.6112995
730,1.1413522
731,-1.6572826
732,0.09559633
733,0.031735033
734,0.18563604
735,-0.08129631
736,1.1685603
737,-0.3656121
738,0.17303476
739,0.54351926
740,1.8491108
741,0.8873502
742,0.82504123
743,-0.0933576
744,-0.904941
745,0.22493923
746,-0.38671452
747,0.8677738
748,0.14921677
749,-0.1846483
750,1.3479643
751,0.10376154
752,-1.0772781
753,0.87378174
754,0.012812749
755,-1.0910647
756,0.79189515
757,0.80517864
758,1.4131892
759,1.0363328
760,-0.6578074
761,-0.20425645
762,1.2406695
763,0.8166314
764,-0.66042763
765,0.18050504
766,-0.15829003
767,-0.24475452
768,-0.33329344
769,-0.80374587
770,-0.3063329
771,-0.33356228
772,-0.65240693
773,1.3263373
774,-0.096384116
775,0.9424766
776,-0.21048245
777,-0.7564017
778,-0.65416825
779,0.78365237
780,0.16874465
781,-0.72372836
782,0.97987014
783,-0.9024991
784,-0.6887968
785,0.14135545
786,-0.29615805
787,-0.63296425
788,0.6889877
789,0.9912923
790,-0.64683574
791,2.118714
792,-0.14787515
793,0.8579903
794,0.9113857
795,-0.068743855
796,0.8162635
797,1.0698307
798,1.3714728
799,-0.3224043
800,0.890124
801,-0.09648076
802,2.0434697
803,-0.031820424
804,0.0027879626
805,0.31305957
806,0.15468562
807,-1.0542402
808,1.0274141
809,1.8393531
810,-0.24070261
811,-0.7514827
812,-0.076631345
813,-0.058998153
814,-1.2672946
815,-1.1441703
816,-0.008333489
817,0.23168418
818,1.3394425
819,0.038701728
820,-0.5793498
821,-0.117404036
822,0.066979736
823,0.707682
824,0.04968652
825,-0.29771367
826,-0.12380945
827,1.0448468
828,-0.79478496
829,-0.9489869
830,-0.79928786
831,0.074165314
832,1.6187291
833,0.9746296
834,0.30241185
835,-0.15651071
836,-0.26811692
837,-1.7502828
838,-0.039791286
839,0.089074284
840,0.8105349
841,-1.0397916
842,0.69952565
843,-0.054640666
844,0.37671492
845,1.1283097
846,0.82127815
847,0.048967928
848,0.8727167
849,-0.98537767
850,0.8042738
851,1.6028907
852,-0.21034071
853,-1.0521667
854,1.1071653
855,1.2060068
856,-0.30108884
857,0.6988267
858,0.8145165
859,-0.0137073845
860,0.08468725
861,0.8792684
862,0.9284279
863,-1.0798893
864,0.8078461
865,-0.86875415
866,0.1665088
867,0.10518232
868,-0.2846696
869,0.22305328
870,0.40046567
871,-0.087538004
872,-0.3267709
873,0.75419754
874,-0.91664803
875,0.9895751
876,0.7913179
877,-0.7123496
878,-0.14246882
879,0.007906489
880,0.8867807
881,-0.17022508
882,-0.29855016
883,-0.17247298
884,-0.08200304
885,0.17931926
886,-0.33451778
887,0.9105113
888,-1.3631005
889,-0.7442412
890,-0.25191212
891,-1.1459193
892,-0.3215347
893,-0.32672003
894,-0.30501404
895,-1.8277764
896,0.16849017
897,0.1672759
898,-0.22480471
899,-0.15628886
900,0.8509831
901,-0.05879297
902,-0.32597697
903,-0.3223475
904,0.7459194
905,-0.8320538
906,-0.25103354
907,-0.17355849
908,0.124941856
909,-1.2507672
910,-0.36674178
911,1.2177184
912,-0.7152979
913,-0.15983182
914,-0.70437664
915,-0.14278036
916,0.08885482
917,0.106230766
918,1.9810042
919,-0.043322355
920,1.5041635
921,-0.0237199
922,0.88473994
923,-0.26245552
924,-0.21338695
925,-0.33745444
926,0.8145022
927,-0.6276962
928,0.1562402
929,-0.35454434
930,1.0833235
931,-0.3681773
932,0.17974621
933,-0.23398721
934,-1.0331799
935,0.1282216
936,-0.2642205
937,0.09166166
938,1.0809023
939,-0.32155085
940,-0.64057463
941,0.19035918
942,-0.8718645
943,-0.95023173
944,-0.32966858
945,1.9057739
946,0.5302928
947,-0.22580627
948,0.39237267
949,1.4397521
950,-0.7245154
951,-1.4319468
952,0.2095154
953,-0.8131492
954,-0.3278628
955,-0.31752723
956,1.7209861
957,0.3599965
958,1.469435
959,0.20294514
960,-0.7618381
961,-0.14256698
962,0.13503553
963,0.8439244
964,-0.59544533
965,-0.6945959
966,0.15203041
967,0.17245033
968,-0.6361943
969,-0.16622317
970,0.73579365
971,-0.112547085
972,-0.08909547
973,-0.69471985
974,0.90993637
975,-0.04593414
976,-0.60780513
977,-0.6322873
978,-0.26144224
979,-1.0676184
980,-0.88311446
981,-0.34712136
982,1.41797
983,0.25112084
984,-0.15122795
985,-0.94886583
986,-0.67063135
987,-0.24072513
988,0.27224162
989,-0.34133518
990,0.4066574
991,1.1379101
992,0.1749016
993,1.9189847
994,1.1111271
995,0.75031656
996,-0.64643854
997,-0.1674041
998,0.98156995
999,0.8904862
1000,-0.67626
1001,-0.06338692
1002,0.70355195
1003,1.260575
1004,-1.5841417
1005,-0.3059755
1006,0.33200502
1007,-0.3593346
1008,0.15697163
1009,1.4103932
1010,0.014291801
1011,-0.7763241
1012,-0.33497992
1013,-0.13760342
1014,1.3640835
1015,-0.095587075
1016,0.95811135
1017,0.58414084
1018,-0.7569024
1019,-0.25916103
1020,-0.90878564
1021,-0.2498665
1022,-0.13610256
1023,-0.5998937
1024,0.7941869
1025,-0.2561412
1026,0.84099513
1027,0.10806465
1028,-0.9207215
1029,-0.12467444
1030,1.1202772
1031,1.11134
1032,0.04943794
1033,-0.5889214
1034,-0.09695689
1035,-0.21177681
1036,-0.17126583
1037,0.076257765
1038,-0.32711035
1039,1.1831558
1040,-1.5977657
1041,-0.04246162
1042,-0.0021364614
1043,-0.6765601
1044,0.9518172
1045,-0.07615779
1046,0.55752605
1047,0.28360677
1048,-1.0969176
1049,-0.5494131
1050,-0.23457143
1051,0.08184151
1052,-1.6904519
1053,0.8836972
1054,-0.02766791
1055,-0.3113454
1056,-0.21076366
1057,-0.7147928
1058,0.18250531
1059,0.12728298
1060,0.8209186
1061,1.4538901
1062,0.9358694
1063,-0.56833106
1064,-0.8573398
1065,-0.2948476
1066,0.17187333
1067,2.1121795
1068,2.3430145
1069,0.12117848
1070,-1.7903502
1071,0.59105307
1072,-0.09865044
1073,0.080742106
1074,-0.3144977
1075,0.09962627
1076,-0.056000445
1077,-0.07333115
1078,1.6207526
1079,-0.32602993
1080,-0.8400201
1081,-0.18824826
1082,-1.0415299
1083,0.18209568
1084,1.0468423
1085,0.79826975
1086,-0.008145228
1087,-0.0057241395
1088,0.18460953
1089,0.65006334
1090,-0.023702942
1091,0.14415714
1092,-0.21700642
1093,1.0959172
1094,-1.7256081
1095,-0.32003778
1096,0.14190632
1097,-0.2173018
1098,1.7171786
1099,-0.322771
1100,-0.120455384
1101,0.14644456
1102,-0.02209808
1103,-0.31116575
1104,0.72415423
1105,-0.2001777
1106,-0.63115317
1107,0.0316858
1108,-0.8209296
1109,0.14307132
1110,-0.6900338
1111,0.06534302
1112,0.39493436
1113,-0.25057328
1114,0.16736817
1115,-0.598634
1116,-0.9527188
1117,0.09829137
1118,-0.050250717
1119,0.24015248
1120,-0.54709363
1121,-0.32547313
1122,1.7005689
1123,1.2605381
1124,0.6007604
1125,0.2087996
1126,-0.01523342
1127,-0.07927607
1128,0.7966806
1129,1.2584805
1130,0.14940497
1131,1.1106203
1132,0.5550136
1133,-1.5733767
1134,0.19631526
1135,1.3053744
1136,0.48100263
1137,-0.6388173
1138,0.12296173
1139,-0.8311486
1140,1.3223593
1141,0.10669942
1142,-0.22867683
1143,-0.32792932
1144,-0.34944436
1145,-0.255566
1146,1.5327282
1147,-1.6867182
1148,-0.38490477
1149,-0.70263785
1150,-0.7284155
1151,0.705521
1152,0.7338497
1153,0.16882378
1154,-0.29238284
1155,0.1829637
1156,-0.77859396
1157,1.6213543
1158,-0.31143996
1159,-0.29585856
1160,0.85481155
1161,0.1515741
1162,0.12051588
1163,1.3117089
1164,0.07085699
1165,1.0417705
1166,0.28980833
1167,0.16101211
1168,1.0610201
1169,-0.314247
1170,-0.30584532
1171,0.8920451
1172,-1.0595634
1173,-1.4934745
1174,-0.8087073
1175,0.025110558
1176,1.0130239
1177,0.17436856
1178,-0.07899526
1179,-0.14849389
1180,-0.6300717
1181,-0.025775954
1182,0.15231484
1183,-0.03804122
1184,-0.95654243
1185,0.053139687
1186,1.394239
1187,0.88225
1188,0.074180335
1189,-0.14499012
1190,-0.32842475
1191,-0.20413661
1192,-0.082922354
1193,0.92853934
1194,-0.32702917
1195,-0.9956028
1196,-0.3076551
1197,-0.75996983
1198,-0.0057252273
1199,0.02203098
1200,-0.32109126
1201,-0.17343187
1202,0.7377117
1203,0.08570917
1204,0.15987176
1205,0.9294593
1206,1.4466639
1207,-0.59406483
1208,0.78466743
1209,-1.0560441
1210,-0.8056095
1211,0.11956239
1212,-0.6300908
1213,-0.8554619
1214,-0.28298673
1215,0.17751724
1216,-0.13639812
1217,0.25939262
1218,0.0427911
1219,0.36303174
1220,-0.3179734
1221,-0.29832155
1222,-0.24815588
1223,-1.2118556
1224,0.8320858
1225,0.9484189
1226,0.19513094
1227,0.8215875
1228,0.7216318
1229,0.17417786
1230,0.92944235
1231,0.7907489
1232,-0.08186766
1233,0.88853586
1234,1.2234375
1235,-0.0013042688
1236,-1.0009315
1237,0.22469366
1238,-0.22288819
1239,1.4258685
1240,-1.1907942
1241,-0.27087563
1242,-0.14254226
1243,-0.7726063
1244,0.8791479
1245,0.06951846
1246,0.1296745
1247,1.0684254
1248,-0.9031318
1249,-0.12386498
1250,0.26249552
1251,-0.36136177
1252,0.9910732
1253,0.010431118
1254,0.88917255
1255,-0.7295473
1256,-0.94757396
1257,-1.5265186
1258,0.896077
1259,-0.2672392
1260,-0.22710633
1261,1.2230775
1262,-0.041175045
1263,0.9314385
1264,-0.03552921
1265,-1.0687405
1266,0.053611368
1267,0.3440414
1268,1.4110925
1269,-0.59338963
1270,-1.0282135
1271,-1.3107214
1272,-0.55343455
1273,1.0054891
1274,-0.5197903
1275,-0.6724571
1276,0.2435764
1277,-0.052078336
1278,1.5725121
1279,0.15622658
1280,-0.9654226
1281,0.16767204
1282,-0.6739409
1283,-0.050711654
1284,0.15509954
1285,-0.2262425
1286,0.07304712
1287,0.75932395
1288,0.90902597
1289,0.117409825
1290,-0.62428206
1291,-0.23499236
1292,-0.24331602
1293,-0.63804764
1294,0.1000094
1295,1.038631
1296,-0.14511651
1297,-0.764219
1298,-0.040992886
1299,0.11722466
1300,-0.310327
1301,-0.07948184
1302,0.1754516
1303,-0.31117794
1304,-0.31281006
1305,-0.2386265
1306,-0.26987618
1307,-1.2255356
1308,0.3325058
1309,-0.1754684
1310,1.4893806
1311,-1.0670078
1312,-1.857033
1313,-0.30425754
1314,0.15486288
1315,0.14215147
1316,-0.7175232
1317,-0.26527476
1318,0.9489812
1319,-0.17976037
1320,0.038549125
1321,0.8389073
1322,-0.17841625
1323,1.2188423
1324,-0.98350745
1325,0.7724068
1326,-0.5524798
1327,0.7045811
1328,0.13746412
1329,1.05933
1330,0.10961585
1331,0.8526051
1332,-0.10205994
1333,1.3172867
1334,0.9426399
1335,-0.15695758
1336,-1.5753927
1337,-0.29838243
1338,-0.15544194
1339,0.40650642
1340,-0.7004966
1341,0.9399056
1342,-0.26291862
1343,0.30449045
1344,0.70579237
1345,0.2534555
1346,-0.3414925
1347,-0.2659936
1348,0.1042095
1349,1.3534429
1350,0.17464957
1351,0.034249067
1352,0.8320549
1353,-0.9836805
1354,-0.13079739
1355,0.021284461
1356,0.2271977
1357,-0.9413248
1358,0.1434834
1359,-0.5747709
1360,-0.73415315
1361,1.0563223
1362,-0.21911176
1363,0.087943226
1364,0.83434474
1365,0.15988547
1366,-0.23489305
1367,0.15950066
1368,-0.19119436
1369,-1.0383079
1370,-0.23322724
1371,-0.09475866
1372,0.18138391
1373,0.73263127
1374,-0.77786905
1375,0.13017985
1376,-0.037968054
1377,0.44786692
1378,0.13165434
1379,0.18384928
1380,1.0803983
1381,0.117715985
1382,0.8517598
1383,0.825853
1384,-0.1756989
1385,0.0018823519
1386,-0.8813694
1387,-0.24668273
1388,-0.13682464
1389,0.9769059
1390,0.038317487
1391,0.1509856
1392,-0.06427123
1393,-0.09004177
1394,0.8940392
1395,0.15518868
1396,-0.23559672
1397,-0.041639067
1398,1.8149357
1399,-0.7364622
1400,0.20258754
1401,-0.3314653
1402,-0.1674884
1403,1.453948
1404,-0.08338632
1405,-0.0039388314
1406,-0.06217272
1407,-0.24314588
1408,0.034983322
1409,-0.876187
1410,0.8099132
1411,0.08330344
1412,1.2363472
1413,-0.78445613
1414,0.18586427
1415,0.9335055
1416,1.1789577
1417,-0.11739545
1418,2.2657144
1419,-0.21796924
1420,0.10379204
1421,-1.6745241
1422,-0.5366801
1423,-0.034026183
1424,-0.101745084
1425,1.1389756
1426,-0.28673345
1427,-0.35172015
1428,-1.8001189
1429,-0.03671366
1430,-0.3545326
1431,-0.9067902
1432,-0.2493405
1433,0.15193072
1434,0.43640465
1435,0.089982554
1436,0.1872403
1437,-0.32373622
1438,-0.114696346
1439,0.7207234
1440,0.9671802
1441,0.30165923
1442,-0.34963065
1443,-1.5557666
1444,0.910904
1445,-0.89759785
1446,0.029816777
1447,-0.077117294
1448,2.127731
1449,0.063140154
1450,-1.0513401
1451,-0.04187022
1452,0.68978244
1453,-0.3221548
1454,-0.070544966
1455,0.099163204
1456,-0.5938116
1457,-1.0370307
1458,-0.118131325
1459,-0.3342591
1460,0.7586046
1461,0.1706436
1462,0.054059237
1463,0.12501629
1464,-0.15103358
1465,-0.92659837
1466,-0.0018783063
1467,0.87984675
1468,-0.6788854
1469,0.15152246
1470,0.5685424
1471,-0.8549674
1472,-0.95667607
1473,0.5347139
1474,-0.033584736
1475,-1.3425629
1476,0.011785336
1477,-1.764427
1478,-0.9918515
1479,1.4444165
1480,-0.060177527
1481,-0.13138725
1482,-0.11137132
1483,0.4107967
1484,-0.67957735
1485,0.16021603
1486,-0.8055395
1487,0.17544109
1488,-0.20139335
1489,-0.7875444
1490,-0.9762942
1491,-1.5943549
1492,-0.10664648
1493,-0.06475242
1494,-0.28363708
1495,1.1121545
1496,0.71659607
1497,-1.0482028
1498,-1.0258875
1499,-0.087817706
1500,-0.103571415
1501,0.8615686
1502,0.09990576
1503,0.98424226
1504,-0.25516456
1505,-0.5864476
1506,-0.8845739
1507,-1.5499272
1508,0.124170825
1509,-0.27266198
1510,0.1109651
1511,1.4912088
1512,0.8071753
1513,1.1269946
1514,0.4752671
1515,0.2608285
1516,0.0678923
1517,-1.0167867
1518,-0.2730598
1519,-0.20920229
1520,-0.25626808
1521,-0.37012327
1522,1.2823818
1523,-0.8402284
1524,-0.24613594
1525,1.4474568
1526,0.080372155
1527,0.9390529
1528,0.13182859
1529,1.50172
1530,0.11568548
1531,-0.5270627
1532,0.15676165
1533,-1.4811249
1534,-0.29150775
1535,0.9579485
1536,-0.12443092
1537,-0.6640156
1538,-1.6489592
1539,-0.12663555
1540,0.14899045
1541,1.4158659
1542,-1.169941
1543,-0.76758784
1544,-0.063336566
1545,-0.31401807
1546,-0.1477585
1547,-0.7974162
1548,0.07613236
1549,-0.1163043
1550,-0.8992104
1551,-0.87687916
1552,-0.10543903
1553,-0.050946474
1554,-0.078732304
1555,0.8565634
1556,-0.6533694
1557,-0.23425692
1558,0.9201214
1559,0.55034125
1560,1.2481732
1561,0.61911964
1562,1.2713645
1563,1.108279
1564,-0.21803671
1565,-0.33795875
1566,0.038853303
1567,0.88668954
1568,-0.22294667
1569,0.87955683
1570,0.71681434
1571,0.91403776
1572,0.13881223
1573,0.72750074
1574,0.6727213
1575,-0.8810554
1576,-0.8241473
1577,-0.11432189
1578,-0.61742485
