TUCASEID,TUACTIVITY_N,WUFNACTWT,WUFNACTWTC,WUHAPORD,WUHAPPY,WUINTERACT,WUMEANING,WUPAIN,WUPNORD,WUSAD,WUSADORD,WUSTRESS,WUSTRORD,WUTIRED,WUTRDORD
20130806130877,3,6710421.574810,6710421.574810,1,6,1,6,0,4,0,2,0,5,3,3
20130806130877,7,1864007.929498,1864007.929498,1,4,2,5,0,4,0,2,0,5,0,3
20130806130877,17,745603.171799,745603.171799,1,4,2,5,0,4,0,2,4,5,3,3
20130806130899,3,33948793.941651,33948793.941651,4,5,1,6,0,1,0,3,0,5,0,2
20130806130899,5,8487207.821330,8487207.821330,4,4,1,6,0,1,5,3,5,5,4,2
20130806130899,12,16974378.298991,16974378.298991,4,5,1,6,0,1,4,3,5,5,5,2
20130806130916,3,599521.301127,599521.301127,3,6,2,4,0,5,0,4,0,2,4,1
20130806130916,13,2398082.586603,2398082.586603,3,6,1,6,0,5,0,4,0,2,4,1
20130806130916,17,1199039.984349,1199039.984349,3,6,1,6,3,5,0,4,0,2,5,1
20130806130929,4,2405424.314874,2405424.314874,2,3,2,0,5,1,0,3,3,5,3,4
20130806130929,5,40892126.757747,40892126.757747,2,0,2,0,5,1,0,3,0,5,2,4
20130806130929,9,21648775.536310,21648775.536310,2,0,2,0,4,1,0,3,0,5,0,4
20130806130937,5,4622964.480218,4622964.480218,3,4,2,6,0,1,0,4,3,2,3,5
20130806130937,9,1981268.397036,1981268.397036,3,4,2,4,0,1,0,4,1,2,3,5
20130806130937,12,4292750.637145,4292750.637145,3,3,1,2,0,1,0,4,0,2,0,5
20130806130958,3,844012.831307,844012.831307,1,5,2,4,0,5,5,2,6,4,3,3
20130806130958,12,10128153.975680,10128153.975680,1,6,2,6,4,5,1,2,0,4,4,3
20130806130958,24,25320384.939200,25320384.939200,1,6,1,5,0,5,0,2,0,4,4,3
20130806131036,3,540514.225842,540514.225842,1,6,1,6,2,3,0,2,3,4,1,5
20130806131036,7,7026689.584365,7026689.584365,1,6,1,6,3,3,0,2,3,4,2,5
20130806131036,9,1621543.839631,1621543.839631,1,4,1,6,2,3,0,2,2,4,2,5
20130806131055,19,7011417.260122,7011417.260122,4,5,1,5,0,5,0,2,0,3,2,1
20130806131055,27,28045622.531493,28045622.531493,4,5,1,5,0,5,0,2,0,3,3,1
20130806131055,30,21034205.271371,21034205.271371,4,5,1,4,0,5,0,2,0,3,3,1
20130806131148,9,2779894.672975,2779894.672975,5,5,1,2,0,1,0,2,1,4,2,3
20130806131148,10,694973.668244,694973.668244,5,5,1,2,0,1,0,2,1,4,1,3
20130806131148,16,694973.668244,694973.668244,5,5,1,4,0,1,0,2,1,4,4,3
20130806131166,3,1175955.798368,1175955.798368,2,6,1,5,3,3,1,5,3,4,4,1
20130806131166,4,1175955.798368,1175955.798368,2,3,2,2,2,3,2,5,2,4,4,1
20130806131166,9,17639265.360101,17639265.360101,2,5,1,3,2,3,2,5,2,4,3,1
20130806131181,2,4561573.369972,4561573.369972,3,6,1,6,0,1,0,2,2,4,4,5
20130806131181,3,1013681.497886,1013681.497886,3,6,1,6,0,1,0,2,2,4,4,5
20130806131181,8,760262.780786,760262.780786,3,3,2,6,2,1,0,2,6,4,6,5
20130806131186,6,1817701.678839,1817701.678839,3,4,1,4,0,4,0,2,0,5,2,1
20130806131186,12,908850.839420,908850.839420,3,4,1,6,0,4,0,2,0,5,2,1
20130806131186,14,908850.839420,908850.839420,3,5,1,5,0,4,0,2,0,5,2,1
20130806131190,5,4089972.429954,4089972.429954,2,5,2,0,0,1,0,4,0,5,1,3
20130806131190,9,24539727.831879,24539727.831879,2,5,2,5,1,1,0,4,0,5,2,3
20130806131190,13,49079455.663758,49079455.663758,2,5,1,6,0,1,0,4,0,5,4,3
20130806131199,6,1109494.693844,1109494.693844,1,5,1,5,0,2,0,3,0,5,0,4
20130806131199,8,2218995.785789,2218995.785789,1,5,1,4,0,2,0,3,0,5,0,4
20130806131199,13,6656980.959267,6656980.959267,1,4,2,3,0,2,0,3,0,5,3,4
20130806131236,4,26325941.116509,26325941.116509,5,6,1,6,2,1,0,2,3,4,4,3
20130806131236,10,18894223.643557,18894223.643557,5,5,1,6,2,1,0,2,2,4,4,3
20130806131236,12,3778842.463924,3778842.463924,5,6,1,6,2,1,0,2,2,4,5,3
20130806131273,19,2866471.586155,2866471.586155,5,6,1,6,0,1,0,3,1,2,4,4
20130806131273,25,12039211.344641,12039211.344641,5,6,1,6,0,1,0,3,2,2,2,4
20130806131273,29,3821967.796871,3821967.796871,5,6,1,6,0,1,0,3,0,2,3,4
20130806131276,7,2499576.031044,2499576.031044,2,4,1,6,0,1,0,3,1,5,3,4
20130806131276,9,1666372.855943,1666372.855943,2,4,2,3,0,1,0,3,1,5,3,4
20130806131276,19,1666372.855943,1666372.855943,2,5,2,0,0,1,0,3,0,5,3,4
20130806131281,8,1253950.292448,1253950.292448,5,6,1,6,1,3,0,1,1,2,2,4
20130806131281,10,7523680.688389,7523680.688389,5,1,1,5,1,3,1,1,4,2,1,4
20130806131281,14,3761840.344195,3761840.344195,5,6,1,6,2,3,0,1,2,2,4,4
20130806131294,5,5348944.442375,5348944.442375,4,6,2,6,0,3,0,1,1,5,3,2
20130806131294,14,222874.159402,222874.159402,4,6,2,6,0,3,0,1,0,5,0,2
20130806131294,17,445743.264051,445743.264051,4,6,2,6,0,3,0,1,0,5,0,2
20130806131317,4,6537795.677870,6537795.677870,5,5,1,5,0,3,0,2,0,4,0,1
20130806131317,7,7132140.253212,7132140.253212,5,5,1,5,0,3,0,2,1,4,2,1
20130806131317,8,3566072.801159,3566072.801159,5,5,1,6,0,3,0,2,1,4,2,1
20130806131329,4,1172610.247960,1172610.247960,3,5,2,2,1,5,0,4,0,1,0,2
20130806131329,6,14071305.386387,14071305.386387,3,5,1,6,0,5,0,4,0,1,1,2
20130806131329,7,7035652.693193,7035652.693193,3,2,1,1,0,5,2,4,0,1,2,2
20130806131333,5,336709.618288,336709.618288,2,5,1,4,0,5,0,3,1,4,2,1
20130806131333,11,336709.618288,336709.618288,2,5,1,3,0,5,0,3,2,4,4,1
20130806131333,14,13131792.087208,13131792.087208,2,5,1,4,0,5,0,3,1,4,2,1
20130806131359,3,11734228.232594,11734228.232594,2,6,2,6,2,1,0,5,0,4,1,3
20130806131359,19,14442132.582394,14442132.582394,2,5,2,5,2,1,0,5,1,4,4,3
20130806131359,20,16247408.136395,16247408.136395,2,5,1,6,1,1,0,5,1,4,3,3
20130806131376,7,15062222.974941,15062222.974941,2,4,1,3,0,4,0,1,2,5,1,3
20130806131376,9,11296663.700998,11296663.700998,2,4,2,2,0,4,0,1,2,5,3,3
20130806131376,11,5648331.850499,5648331.850499,2,3,2,3,0,4,1,1,0,5,3,3
20130806131388,7,1345326.484988,1345326.484988,1,3,2,2,1,5,1,2,4,4,4,3
20130806131388,13,2690652.969976,2690652.969976,1,5,1,6,1,5,0,2,4,4,4,3
20130806131388,20,4035965.396334,4035965.396334,1,5,2,5,0,5,0,2,2,4,4,3
20130806131392,7,2229970.693162,2229970.693162,1,6,2,6,2,5,0,2,1,3,0,4
20130806131392,32,20069770.803072,20069770.803072,1,5,1,6,1,5,0,2,0,3,1,4
20130806131392,36,2229970.693162,2229970.693162,1,6,2,5,1,5,0,2,0,3,0,4
20130806131394,8,424126.606055,424126.606055,4,6,1,6,0,1,0,3,0,5,0,2
20130806131394,11,1211788.481870,1211788.481870,4,6,1,6,0,1,0,3,0,5,0,2
20130806131394,20,10906102.710839,10906102.710839,4,6,2,5,0,1,0,3,0,5,0,2
20130806131408,5,7399061.301136,7399061.301136,3,5,1,6,0,1,0,5,3,2,2,4
20130806131408,7,10358686.635487,10358686.635487,3,5,1,6,0,1,0,5,4,2,3,4
20130806131408,12,2959625.334351,2959625.334351,3,5,1,6,0,1,0,5,2,2,4,4
20130806131465,3,10982718.357197,10982718.357197,5,6,1,5,0,4,0,3,0,2,0,1
20130806131465,4,10982718.357197,10982718.357197,5,5,2,5,0,4,0,3,0,2,2,1
20130806131465,6,10982718.357197,10982718.357197,5,4,2,4,0,4,0,3,0,2,2,1
20130806131542,6,235077.688479,235077.688479,2,5,2,6,1,1,1,5,1,3,2,4
20130806131542,8,1410470.268257,1410470.268257,2,5,1,6,2,1,1,5,1,3,2,4
20130806131542,11,1410470.268257,1410470.268257,2,5,2,6,1,1,0,5,1,3,2,4
20130806131552,10,3298828.007077,3298828.007077,2,6,2,6,0,4,0,5,0,1,0,3
20130806131552,24,2639063.057510,2639063.057510,2,5,1,6,0,4,0,5,0,1,3,3
20130806131552,30,2639063.057510,2639063.057510,2,6,1,5,4,4,0,5,0,1,6,3
20130806131554,12,3562470.623228,3562470.623228,2,5,1,6,0,4,0,5,0,3,1,1
20130806131554,13,49874633.612370,49874633.612370,2,6,1,6,0,4,0,5,0,3,4,1
20130806131566,13,3785245.729251,3785245.729251,2,6,1,6,1,5,0,4,0,3,6,1
20130806131566,20,7570480.481302,7570480.481302,2,6,1,6,0,5,0,4,5,3,0,1
20130806131566,21,2523493.493767,2523493.493767,2,6,2,6,0,5,0,4,0,3,0,1
20130806131575,6,1545417.658940,1545417.658940,1,5,1,5,0,3,0,5,0,4,0,2
20130806131575,11,25756896.761790,25756896.761790,1,5,1,5,0,3,0,5,0,4,1,2
20130806131575,12,1030275.520178,1030275.520178,1,3,1,5,3,3,1,5,3,4,5,2
20130806131607,3,19376639.300595,19376639.300595,3,-2,2,6,0,4,0,2,0,1,1,5
20130806131607,5,3655970.809259,3655970.809259,3,6,-2,-2,0,4,0,2,0,1,-2,5
20130806131615,4,1175346.908725,1175346.908725,4,6,2,6,3,5,0,3,0,2,1,1
20130806131615,5,293834.479331,293834.479331,4,6,2,6,3,5,0,3,0,2,0,1
20130806131615,10,10578117.682821,10578117.682821,4,6,1,4,3,5,0,3,0,2,2,1
20130806131619,6,688213.365692,688213.365692,1,6,1,5,0,3,0,5,0,4,0,2
20130806131619,7,12731948.280424,12731948.280424,1,6,1,5,0,3,0,5,0,4,0,2
20130806131619,8,1376426.731385,1376426.731385,1,4,1,5,0,3,0,5,0,4,3,2
20130806131625,7,28380387.187325,28380387.187325,4,3,2,1,0,5,2,1,1,3,0,2
20130806131625,9,56760774.374650,56760774.374650,4,2,1,1,0,5,2,1,1,3,0,2
20130806131625,11,7095086.225138,7095086.225138,4,1,1,1,0,5,1,1,1,3,3,2
20130806131720,8,933254.136886,933254.136886,2,2,1,3,1,3,0,1,2,4,2,5
20130806131720,14,933254.136886,933254.136886,2,2,1,3,1,3,0,1,1,4,3,5
20130806131734,5,370007.181480,370007.181480,1,1,2,3,0,4,0,2,0,5,0,3
20130806131734,6,246671.454320,246671.454320,1,3,2,3,0,4,0,2,0,5,0,3
20130806131734,9,123335.727160,123335.727160,1,4,2,3,0,4,0,2,0,5,0,3
20130806131745,9,4847962.632529,4847962.632529,1,5,2,6,0,2,0,3,0,5,0,4
20130806131745,10,2423981.316264,2423981.316264,1,5,1,6,0,2,0,3,0,5,0,4
20130806131745,12,1211990.658132,1211990.658132,1,5,2,3,0,2,0,3,0,5,0,4
20130806131754,8,5375945.159698,5375945.159698,4,5,1,4,2,2,1,5,1,1,2,3
20130806131754,10,1791984.392939,1791984.392939,4,5,1,6,1,2,1,5,1,1,2,3
20130806131754,12,5823941.257933,5823941.257933,4,5,1,6,0,2,1,5,1,1,1,3
20130806131770,3,17557736.170208,17557736.170208,2,5,2,6,1,4,0,3,0,5,1,1
20130806131770,4,23702928.220961,23702928.220961,2,5,2,6,1,4,0,3,0,5,1,1
20130806131770,7,92178036.849494,92178036.849494,2,5,1,6,2,4,1,3,0,5,2,1
20130806131777,6,805800.067867,805800.067867,5,5,1,5,0,2,3,3,0,4,2,1
20130806131777,8,45930455.601700,45930455.601700,5,4,1,4,0,2,2,3,4,4,3,1
20130806131777,19,2417385.376928,2417385.376928,5,6,1,6,0,2,0,3,0,4,4,1
20130806131784,13,6329429.811771,6329429.811771,5,5,1,4,0,1,0,3,0,2,3,4
20130806131784,21,2109816.055698,2109816.055698,5,4,1,3,0,1,0,3,1,2,3,4
20130806131784,24,2109816.055698,2109816.055698,5,4,1,0,0,1,0,3,0,2,4,4
20130806131802,9,5292808.865703,5292808.865703,5,0,2,6,0,4,0,2,0,1,0,3
20130806131802,10,3528542.223458,3528542.223458,5,6,2,6,0,4,0,2,0,1,0,3
20130806131802,14,7057084.446917,7057084.446917,5,6,1,6,0,4,0,2,0,1,0,3
20130806131810,4,21627070.793296,21627070.793296,4,6,1,6,0,1,0,3,0,2,1,5
20130806131810,7,5406763.643247,5406763.643247,4,4,1,3,0,1,2,3,2,2,4,5
20130806131824,4,2473186.216135,2473186.216135,4,4,2,4,0,2,4,1,0,5,0,3
20130806131824,6,2779390.389914,2779390.389914,4,4,2,4,0,2,4,1,0,5,0,3
20130806131824,8,471083.466215,471083.466215,4,4,2,5,0,2,4,1,0,5,0,3
20130806131831,4,1364190.051861,1364190.051861,2,6,1,5,0,3,0,5,0,1,2,4
20130806131831,5,21827040.829781,21827040.829781,2,5,1,5,1,3,0,5,0,1,1,4
20130806131831,6,1364190.051861,1364190.051861,2,5,1,5,0,3,0,5,0,1,0,4
20130806131838,6,1694474.598811,1694474.598811,1,4,2,4,0,4,0,3,3,5,1,2
20130806131838,8,1694474.598811,1694474.598811,1,3,1,4,0,4,0,3,3,5,1,2
20130806131838,14,1694474.598811,1694474.598811,1,4,1,4,0,4,0,3,2,5,4,2
20130806131849,8,3915329.282361,3915329.282361,2,6,1,6,0,1,0,3,0,5,0,4
20130806131849,9,14682495.086602,14682495.086602,2,6,1,6,0,1,0,3,0,5,0,4
20130806131849,11,35237994.374495,35237994.374495,2,6,1,6,0,1,0,3,0,5,0,4
20130806131850,2,141593.860082,141593.860082,2,5,2,6,1,4,0,5,1,3,1,1
20130806131850,9,141593.860082,141593.860082,2,5,2,5,1,4,0,5,0,3,1,1
20130806131850,12,4531008.874881,4531008.874881,2,6,1,6,1,4,0,5,0,3,2,1
20130806131899,2,1432917.210495,1432917.210495,3,5,2,0,0,1,1,4,3,5,1,2
20130806131899,4,1637619.063802,1637619.063802,3,5,2,0,0,1,1,4,2,5,2,2
20130806131899,5,2456430.714375,2456430.714375,3,6,1,5,0,1,0,4,1,5,2,2
20130806131906,4,6325796.272126,6325796.272126,4,6,2,5,0,5,0,1,0,3,4,2
20130806131906,11,1054306.934494,1054306.934494,4,6,2,6,0,5,0,1,0,3,0,2
20130806131910,2,1960030.871796,1960030.871796,5,6,2,6,0,4,0,1,0,2,0,3
20130806131910,7,14373552.866397,14373552.866397,5,6,1,6,0,4,0,1,0,2,0,3
20130806131910,10,1306685.287834,1306685.287834,5,6,1,6,0,4,0,1,0,2,5,3
20130806131996,3,7802929.656624,7802929.656624,2,5,2,6,3,3,0,1,1,5,4,4
20130806131996,5,5402026.690934,5402026.690934,2,6,2,6,4,3,0,1,1,5,3,4
20130806131996,9,7202703.915202,7202703.915202,2,6,2,5,3,3,0,1,2,5,3,4
20130806132020,7,966476.156545,966476.156545,3,5,1,6,0,1,0,4,2,2,5,5
20130806132020,11,966476.156545,966476.156545,3,4,1,6,1,1,0,4,1,2,5,5
20130806132020,19,1932952.313090,1932952.313090,3,2,1,6,0,1,0,4,0,2,5,5
20130806132021,4,2263947.417606,2263947.417606,2,6,2,6,0,4,0,1,0,5,0,3
20130806132037,20,1877536.231704,1877536.231704,2,6,1,6,5,5,0,4,1,3,5,1
20130806132037,27,3755072.463409,3755072.463409,2,3,1,6,5,5,0,4,1,3,5,1
20130806132037,29,1877536.231704,1877536.231704,2,5,2,1,5,5,2,4,4,3,5,1
20130806132070,6,11909573.468687,11909573.468687,4,5,2,6,0,1,0,2,0,5,0,3
20130806132070,15,80389528.689002,80389528.689002,4,6,1,6,0,1,0,2,5,5,0,3
20130806132070,20,11909573.468687,11909573.468687,4,5,1,6,4,1,0,2,5,5,3,3
20130806132075,9,1142032.083073,1142032.083073,1,6,2,6,0,3,0,2,0,5,0,4
20130806132075,10,4568151.287251,4568151.287251,1,6,2,6,0,3,0,2,0,5,0,4
20130806132075,14,35403166.737456,35403166.737456,1,6,2,6,0,3,0,2,0,5,0,4
20130806132081,2,3872990.270554,3872990.270554,5,6,1,6,0,1,0,2,0,3,0,4
20130806132081,4,1936495.135277,1936495.135277,5,6,2,6,0,1,0,2,0,3,0,4
20130806132081,8,968250.423969,968250.423969,5,6,1,6,0,1,0,2,0,3,0,4
20130806132085,18,12090648.221649,12090648.221649,1,3,2,3,0,3,0,2,0,5,0,4
20130806132085,24,2015104.973979,2015104.973979,1,3,2,3,0,3,0,2,0,5,0,4
20130806132085,31,12090648.221649,12090648.221649,1,3,2,3,0,3,0,2,0,5,0,4
20130806132087,12,5761386.713282,5761386.713282,2,5,1,6,0,4,0,1,4,5,0,3
20130806132087,15,3840924.475522,3840924.475522,2,6,1,6,0,4,0,1,2,5,3,3
20130806132087,18,2880693.356641,2880693.356641,2,6,1,6,0,4,0,1,0,5,0,3
20130806132088,3,2727012.847503,2727012.847503,1,5,2,0,0,4,0,3,0,5,3,2
20130806132088,13,4090506.045270,4090506.045270,1,5,2,0,1,4,0,3,1,5,1,2
20130806132088,17,24543062.723590,24543062.723590,1,5,2,0,0,4,0,3,0,5,3,2
20130806132092,7,1600902.681535,1600902.681535,3,6,1,3,2,5,1,1,1,2,4,4
20130806132092,9,2401361.330424,2401361.330424,3,6,1,5,2,5,0,1,1,2,4,4
20130806132092,21,4802708.044603,4802708.044603,3,6,1,2,2,5,0,1,0,2,5,4
20130806132097,5,4038968.198230,4038968.198230,3,6,1,6,0,5,0,2,0,1,0,4
20130806132097,7,92761675.735978,92761675.735978,3,3,2,3,0,5,0,2,0,1,0,4
20130806132097,8,2019484.099115,2019484.099115,3,3,1,3,0,5,0,2,0,1,3,4
20130806132103,2,1343513.902980,1343513.902980,5,5,2,6,0,4,0,1,3,2,2,3
20130806132103,3,6045811.824478,6045811.824478,5,5,2,6,0,4,0,1,2,2,2,3
20130806132103,5,4030541.708940,4030541.708940,5,5,2,6,0,4,0,1,2,2,2,3
20130806132120,8,3959459.633571,3959459.633571,1,5,1,5,0,4,0,3,0,5,1,2
20130806132120,12,17817568.351070,17817568.351070,1,5,1,6,0,4,0,3,0,5,2,2
20130806132120,16,3959459.633571,3959459.633571,1,5,1,5,0,4,0,3,0,5,1,2
20130806132121,4,4524401.369648,4524401.369648,1,6,2,6,0,3,0,4,0,5,0,2
20130806132121,14,30162675.797653,30162675.797653,1,6,2,6,0,3,4,4,0,5,0,2
20130806132121,15,1508133.789883,1508133.789883,1,6,1,6,0,3,0,4,0,5,4,2
20130806132138,3,1075743.072543,1075743.072543,5,5,1,6,0,3,0,1,0,2,0,4
20130806132138,4,11833167.235947,11833167.235947,5,6,2,6,0,3,0,1,1,2,0,4
20130806132138,7,5737294.199555,5737294.199555,5,6,1,4,1,3,0,1,0,2,2,4
20130806132179,2,2576232.515703,2576232.515703,5,3,2,3,0,3,0,1,0,2,0,4
20130806132179,4,5152443.442625,5152443.442625,5,3,2,3,0,3,0,1,0,2,0,4
20130806132179,12,3864348.773555,3864348.773555,5,5,1,6,0,3,0,1,1,2,1,4
20130806132208,5,23024003.372058,23024003.372058,2,5,1,6,0,3,0,1,1,4,0,5
20130806132208,17,9900328.388038,9900328.388038,2,5,1,6,0,3,0,1,1,4,0,5
20130806132208,21,6907197.360010,6907197.360010,2,5,2,6,0,3,0,1,0,4,3,5
20130806132230,11,4800935.833811,4800935.833811,5,6,1,6,0,3,0,4,0,2,0,1
20130806132230,13,14402831.242117,14402831.242117,5,6,2,5,0,3,0,4,0,2,0,1
20130806132230,17,7201427.491400,7201427.491400,5,6,2,6,0,3,0,4,0,2,1,1
20130806132238,8,3229181.496628,3229181.496628,5,4,2,4,5,4,5,2,4,3,4,1
20130806132238,12,11840346.362716,11840346.362716,5,3,2,4,5,4,4,2,3,3,4,1
20130806132238,13,3229181.496628,3229181.496628,5,3,2,3,6,4,5,2,4,3,5,1
20130806132245,2,1389491.546090,1389491.546090,2,4,1,6,0,3,0,1,0,5,0,4
20130806132245,7,926327.697393,926327.697393,2,6,1,6,0,3,0,1,0,5,0,4
20130806132245,10,5557972.807609,5557972.807609,2,5,2,6,0,3,0,1,0,5,0,4
20130806132249,9,559703.257710,559703.257710,3,5,2,0,6,5,0,1,6,2,5,4
20130806132249,13,1679104.808580,1679104.808580,3,5,1,0,6,5,0,1,4,2,4,4
20130806132249,22,3358204.652612,3358204.652612,3,5,1,5,6,5,3,1,3,2,4,4
20130806132256,2,2379925.989904,2379925.989904,3,3,2,6,5,1,6,2,0,5,0,4
20130806132256,5,2379925.989904,2379925.989904,3,4,1,6,3,1,0,2,6,5,2,4
20130806132256,7,19039391.608819,19039391.608819,3,0,2,6,5,1,5,2,6,5,6,4
20130806132282,2,1036454.838141,1036454.838141,2,3,1,0,0,3,3,4,4,1,2,5
20130806132282,4,4145816.450493,4145816.450493,2,3,1,4,0,3,3,4,4,1,2,5
20130806132282,5,6218726.126776,6218726.126776,2,4,1,4,0,3,0,4,0,1,4,5
20130806132292,5,175418.087380,175418.087380,5,3,2,5,0,1,3,4,3,3,0,2
20130806132292,9,526257.998574,526257.998574,5,3,2,5,5,1,3,4,3,3,1,2
20130806132292,16,526257.998574,526257.998574,5,3,2,3,3,1,4,4,5,3,2,2
20130806132307,3,1430606.021664,1430606.021664,5,6,2,6,0,3,0,1,0,2,0,4
20130806132307,8,953737.347776,953737.347776,5,6,1,6,0,3,0,1,0,2,3,4
20130806132307,11,2861212.043329,2861212.043329,5,6,1,6,0,3,0,1,0,2,4,4
20130806132321,8,11047044.613112,11047044.613112,4,6,2,5,0,3,0,5,0,2,0,1
20130806132321,9,9468887.555051,9468887.555051,4,6,2,5,0,3,0,5,0,2,0,1
20130806132321,14,14203331.332577,14203331.332577,4,6,2,5,0,3,0,5,0,2,0,1
20130806132331,3,284284.995415,284284.995415,5,0,2,6,5,1,4,4,4,2,6,3
20130806132331,4,16488594.153305,16488594.153305,5,0,1,2,4,1,6,4,-2,2,6,3
20130806132380,2,2854619.892344,2854619.892344,5,2,2,3,1,2,0,1,0,3,0,4
20130806132380,4,31400844.507387,31400844.507387,5,2,1,2,1,2,0,1,0,3,0,4
20130806132380,6,34255477.245534,34255477.245534,5,2,1,2,3,2,0,1,0,3,2,4
20130806132420,3,4564471.803427,4564471.803427,4,3,1,4,0,1,0,2,2,3,2,5
20130806132420,4,22822330.717441,22822330.717441,4,3,2,1,0,1,0,2,2,3,2,5
20130806132420,11,7607438.855865,7607438.855865,4,1,1,2,2,1,3,2,3,3,3,5
20130806132426,7,3317632.290337,3317632.290337,2,5,1,6,0,3,0,4,0,5,0,1
20130806132426,20,9952842.926646,9952842.926646,2,5,1,1,0,3,0,4,3,5,2,1
20130806132426,24,19905685.853292,19905685.853292,2,5,2,0,0,3,0,4,4,5,0,1
20130806132443,14,34701119.979902,34701119.979902,2,2,2,3,0,3,0,4,2,5,4,1
20130806132443,19,1927852.429171,1927852.429171,2,3,1,5,0,3,0,4,2,5,0,1
20130806132443,29,1927852.429171,1927852.429171,2,5,1,5,0,3,3,4,0,5,4,1
20130806132467,17,1416490.590219,1416490.590219,3,3,2,1,5,1,6,2,1,5,2,4
20130806132467,27,16997988.957280,16997988.957280,3,3,2,2,4,1,0,2,1,5,4,4
20130806132467,30,5665987.829539,5665987.829539,3,3,2,3,2,1,0,2,1,5,2,4
20130806132484,2,3787223.401207,3787223.401207,1,6,1,6,0,2,0,3,1,5,0,4
20130806132484,3,22723340.407243,22723340.407243,1,4,2,6,0,2,0,3,3,5,1,4
20130806132484,4,5680840.687966,5680840.687966,1,5,1,6,0,2,0,3,0,5,2,4
20130806132523,2,81456.729785,81456.729785,2,2,2,0,3,5,0,1,2,3,0,4
20130806132523,5,8851611.235122,8851611.235122,2,4,1,3,4,5,0,1,0,3,2,4
20130806132523,6,1629130.370820,1629130.370820,2,4,1,2,0,5,0,1,0,3,4,4
20130806132551,7,3638049.603118,3638049.603118,3,4,1,6,3,4,3,5,3,2,4,1
20130806132551,8,404228.200787,404228.200787,3,4,1,5,4,4,5,5,4,2,5,1
20130806132551,9,5457072.302694,5457072.302694,3,4,1,5,4,4,5,5,5,2,5,1
20130807130001,2,761353.791932,761353.791932,5,4,2,6,0,4,0,1,0,2,2,3
20130807130001,3,19795226.950693,19795226.950693,5,4,1,6,0,4,0,1,3,2,3,3
20130807130001,5,17130483.006838,17130483.006838,5,5,1,5,0,4,0,1,1,2,3,3
20130807130002,9,57606086.136626,57606086.136626,1,6,1,4,0,4,0,5,0,2,3,3
20130807130002,12,7680811.484883,7680811.484883,1,6,2,1,1,4,0,5,4,2,0,3
20130807130002,15,39684184.479032,39684184.479032,1,6,1,3,1,4,0,5,0,2,4,3
20130807130006,3,8195680.328473,8195680.328473,4,3,1,6,4,3,3,1,1,5,0,2
20130807130006,7,8195680.328473,8195680.328473,4,2,1,6,3,3,2,1,0,5,0,2
20130807130006,21,184402807.390636,184402807.390636,4,3,1,6,3,3,1,1,0,5,3,2
20130807130008,13,914985.540590,914985.540590,3,6,1,6,6,5,4,4,0,1,6,2
20130807130008,16,914985.540590,914985.540590,3,6,1,6,6,5,6,4,0,1,6,2
20130807130019,11,9461833.024610,9461833.024610,1,6,2,6,1,5,0,4,3,3,3,2
20130807130019,15,12615758.484549,12615758.484549,1,4,1,4,0,5,0,4,1,3,1,2
20130807130019,20,54247793.582279,54247793.582279,1,5,2,4,0,5,0,4,1,3,3,2
20130807130035,2,10565729.586218,10565729.586218,1,3,2,6,4,3,2,5,2,4,6,2
20130807130035,11,42262863.403167,42262863.403167,1,6,1,4,3,3,0,5,0,4,0,2
20130807130035,13,21131404.230730,21131404.230730,1,6,1,2,2,3,0,5,0,4,2,2
20130807130041,1,4433902.608108,4433902.608108,5,4,2,0,5,3,3,4,4,1,3,2
20130807130041,4,1108475.652027,1108475.652027,5,3,2,1,5,3,4,4,4,1,3,2
20130807130041,5,2216951.304054,2216951.304054,5,3,1,6,5,3,3,4,3,1,3,2
20130807130048,3,618977.014107,618977.014107,1,5,1,5,2,4,3,3,5,5,4,2
20130807130048,10,1237957.454261,1237957.454261,1,6,1,5,2,4,3,3,5,5,4,2
20130807130048,21,7427744.725565,7427744.725565,1,5,1,5,1,4,2,3,0,5,4,2
20130807130055,2,7322997.722079,7322997.722079,2,5,1,6,0,3,0,4,0,5,2,1
20130807130055,8,2440996.067395,2440996.067395,2,6,1,6,0,3,0,4,0,5,0,1
20130807130055,10,1830751.810493,1830751.810493,2,6,1,6,1,3,0,4,0,5,0,1
20130807130062,3,4865261.146817,4865261.146817,2,5,2,6,0,3,0,1,0,5,0,4
20130807130062,6,2085109.239207,2085109.239207,2,6,2,4,0,3,0,1,0,5,0,4
20130807130062,8,4170224.733748,4170224.733748,2,5,2,5,0,3,0,1,0,5,0,4
20130807130063,5,10158137.608292,10158137.608292,2,6,2,0,0,4,0,1,0,3,0,5
20130807130063,8,16930232.635381,16930232.635381,2,6,2,6,0,4,0,1,0,3,0,5
20130807130063,15,13544190.054178,13544190.054178,2,6,2,6,0,4,0,1,0,3,0,5
20130807130075,2,916468.637308,916468.637308,1,6,2,0,0,2,0,5,0,4,0,3
20130807130075,3,2749410.769215,2749410.769215,1,6,2,6,0,2,0,5,0,4,-2,3
20130807130075,6,5498816.681140,5498816.681140,1,6,2,0,0,2,0,5,0,4,0,3
20130807130081,2,3537012.168554,3537012.168554,1,5,2,4,4,5,3,3,5,2,3,4
20130807130081,8,30654112.511247,30654112.511247,1,3,1,4,3,5,2,3,3,2,4,4
20130807130081,17,2358015.162817,2358015.162817,1,5,2,5,5,5,3,3,6,2,6,4
