TUCASEID,TUACTIVITY_N,WUFNACTWT,WUFNACTWTC,WUHAPORD,WUHAPPY,WUINTERACT,WUMEANING,WUPAIN,WUPNORD,WUSAD,WUSADORD,WUSTRESS,WUSTRORD,WUTIRED,WUTRDORD
20130101130004,2,463966.692445,421084.960911,1,3,1,4,0,3,0,5,4,4,5,2
20130101130004,3,11135233.282037,12823527.627592,1,5,1,2,0,3,0,5,2,4,2,2
20130101130004,4,27374124.678486,24844094.216045,1,1,1,5,0,3,0,5,5,4,4,2
20130101130112,10,1125909.676194,1021848.420823,5,5,1,3,1,4,1,1,1,2,3,3
20130101130112,18,4503601.595029,4082547.360381,5,5,1,5,1,4,0,1,1,2,2,3
20130101130112,26,7881312.068738,7144466.290730,5,5,1,5,1,4,0,1,1,2,2,3
20130101130123,2,10994839.685636,9966901.554069,4,6,1,6,0,3,0,1,0,5,2,2
20130101130123,10,8551544.421015,7761175.116418,4,6,2,3,4,3,0,1,0,5,3,2
20130101130123,14,7329885.793864,6644594.391445,4,5,1,6,4,3,0,1,0,5,4,2
20130101130611,3,565042.927583,512819.309982,5,6,2,6,0,4,0,1,0,3,0,2
20130101130611,5,34467835.560453,30405802.640703,5,6,1,6,0,4,0,1,4,3,0,2
20130101130611,7,42378490.791087,37384187.496910,5,6,1,6,0,4,0,1,4,3,0,2
20130101130616,3,1968747.484121,1784683.808049,3,2,2,5,0,4,1,1,1,2,0,5
20130101130616,6,3937489.258881,3573570.124022,3,1,2,6,0,4,0,1,0,2,2,5
20130101130616,9,3937489.258881,3573570.124022,3,2,1,4,0,4,0,1,0,2,3,5
20130101130619,5,778684.923581,705883.505069,3,5,1,2,0,2,1,1,0,4,0,5
20130101130619,8,1557374.597152,1413435.559155,3,5,1,6,0,2,0,1,0,4,0,5
20130101130619,11,1557374.597152,1413435.559155,3,2,2,6,0,2,0,1,0,4,0,5
20130101130658,8,3731234.931233,3386378.679228,2,3,2,6,0,5,0,4,0,1,0,3
20130101130658,10,7462483.319803,6772769.572010,2,5,2,6,0,5,0,4,0,1,0,3
20130101130658,17,1243740.491299,1128788.821892,2,5,1,5,0,5,0,4,0,1,0,3
20130101130670,3,5880156.971790,5330404.747681,4,6,2,6,0,5,0,3,0,1,0,2
20130101130670,4,5880156.971790,5336688.406592,4,6,1,6,0,5,0,3,0,1,0,2
20130101130670,15,2940085.689092,2668350.740744,4,6,1,6,0,5,0,3,0,1,0,2
20130101130734,3,1485343.400686,1485343.400686,1,6,2,0,0,5,0,3,6,2,6,4
20130101130734,4,3342022.516934,3342022.516934,1,0,2,6,6,5,0,3,6,2,6,4
20130101130734,5,557003.842562,557003.842562,1,0,2,6,6,5,0,3,0,2,6,4
20130101130735,6,3398633.759353,3080886.039845,1,5,1,6,0,4,0,2,0,3,5,5
20130101130735,11,566440.545921,513482.444387,1,4,1,6,0,4,3,2,0,3,4,5
20130101130735,14,3398633.759353,3084517.891071,1,6,2,5,0,4,0,2,0,3,4,5
20130101130740,3,14735771.728968,12999161.672442,3,6,1,6,0,4,0,1,0,2,2,5
20130101130740,16,982379.427281,890534.043279,3,5,2,6,0,4,0,1,3,2,1,5
20130101130740,21,2947149.756093,2671612.531328,3,6,1,6,0,4,0,1,0,2,1,5
20130101130768,11,804021.450840,729710.444115,2,6,2,6,0,3,0,1,1,5,1,4
20130101130768,12,38593074.263572,34044882.142311,2,5,1,6,0,3,0,1,1,5,0,4
20130101130768,14,41809160.066933,36881952.373804,2,6,1,6,0,3,0,1,1,5,1,4
20130101130799,6,2442391.307919,2216655.344384,5,5,2,6,0,2,0,1,1,4,4,3
20130101130799,8,43963024.980379,50628581.471921,5,4,2,6,0,2,0,1,0,4,2,3
20130101130799,9,3663577.680796,3324974.593289,5,5,1,5,0,2,0,1,0,4,0,3
20130101130826,12,1497422.381673,1357424.199872,2,1,2,5,0,3,5,4,6,5,0,1
20130101130826,14,35189341.874273,31042279.466860,2,1,1,6,0,3,3,4,6,5,4,1
20130101130826,29,1497422.381673,1359024.376796,2,6,2,3,0,3,0,4,5,5,5,1
20130101130867,8,2889424.901438,2534365.762164,3,3,2,5,0,4,3,5,3,1,3,2
20130101130867,10,2889424.901438,2622372.233803,3,0,2,3,0,4,0,5,3,1,0,2
20130101130867,13,722357.477444,654822.268481,3,0,2,3,0,4,0,5,3,1,0,2
20130101130871,4,7655015.567812,6947507.188841,2,3,2,3,0,3,0,4,5,5,5,1
20130101130871,7,13396277.243670,11817526.553902,2,3,1,3,0,3,0,4,3,5,3,1
20130101130871,16,11482523.351717,10421260.783261,2,4,1,5,0,3,0,4,2,5,4,1
20130101130891,2,8387078.514638,9658704.970353,3,0,2,6,3,2,0,1,0,4,4,5
20130101130891,7,25161249.801954,22069377.888862,3,0,1,0,2,2,0,1,0,4,4,5
20130101130891,10,2096773.193170,1902980.693360,3,0,1,0,2,2,0,1,0,4,4,5
20130101130910,2,26030151.998165,22962499.718775,4,3,1,3,0,2,0,1,3,5,0,3
20130101130910,12,22776391.620885,20092194.860260,4,5,2,4,0,2,0,1,1,5,1,3
20130101130910,13,4338354.834142,3937386.035462,4,3,2,1,0,2,0,1,0,5,3,3
20130101130970,5,1407535.099825,1407535.099825,3,2,1,3,6,4,0,2,0,5,2,1
20130101130970,13,40818788.143399,40818788.143399,3,3,2,6,5,4,0,2,2,5,0,1
20130101130970,17,4222632.324322,4222632.324322,3,4,1,6,5,4,0,2,0,5,1,1
20130101130996,3,736480.657624,667625.033279,4,6,1,6,3,1,1,3,0,5,2,2
20130101130996,4,736480.657624,668412.051936,4,5,1,6,3,1,0,3,3,5,2,2
20130101130996,9,490987.105083,445083.355519,4,6,1,6,3,1,0,3,3,5,4,2
20130101131007,4,4276591.849216,3881331.442499,1,5,2,6,0,4,0,2,0,3,4,5
20130101131007,5,5345720.545510,4851646.817759,1,6,2,6,5,4,3,2,0,3,0,5
20130101131007,20,1069147.962304,970332.860625,1,3,1,0,0,4,3,2,3,3,4,5
20130101131043,3,599153.167476,543776.939626,1,6,2,6,0,4,0,3,0,2,0,5
20130101131043,7,599153.167476,543776.939626,1,6,2,6,0,4,0,3,0,2,0,5
20130101131043,8,3594908.939113,3262652.502333,1,6,2,6,0,4,0,3,0,2,0,5
20130101131056,9,1271434.760882,1153923.471889,2,5,1,4,0,5,0,3,1,1,5,4
20130101131056,15,2225004.766811,4300107.949545,2,5,1,5,0,5,0,3,1,1,3,4
20130101131056,17,953578.092239,802640.505252,2,5,1,6,1,5,0,3,0,1,4,4
20130101131066,5,6467666.625249,5869897.974196,2,4,2,5,2,5,0,1,0,4,5,3
20130101131066,6,538971.810050,489157.793571,2,4,2,0,0,5,0,1,0,4,5,3
20130101131066,7,17247117.540195,15127752.297051,2,4,2,5,0,5,4,1,2,4,4,3
20130101131096,2,6787236.243690,7816298.884942,1,6,1,5,0,5,0,2,2,4,5,3
20130101131096,4,2262411.176265,2374667.833971,1,6,1,3,2,5,0,2,2,4,4,3
20130101131096,7,1131206.945580,1026656.094539,1,5,1,4,2,5,0,2,2,4,4,3
20130101131099,2,10827897.190707,9815566.977148,2,5,2,4,0,3,0,1,4,4,4,5
20130101131099,12,10466972.325341,10986324.131000,2,5,2,4,0,3,0,1,0,4,0,5
20130101131099,15,21655794.381414,19654275.789793,2,5,2,5,0,3,0,1,0,4,0,5
20130101131112,10,4750333.747415,4306211.837842,2,4,2,6,2,3,0,1,4,4,6,5
20130101131112,16,28502031.105267,25837296.971992,2,3,1,6,6,3,0,1,4,4,6,5
20130101131112,19,14251001.242244,12918635.513525,2,6,1,6,4,3,0,1,0,4,6,5
20130101131117,5,5063436.590261,4595452.719783,3,6,1,6,0,1,0,4,0,5,0,2
20130101131117,15,3797565.163888,3446578.395888,3,5,1,6,0,1,0,4,0,5,2,2
20130101131117,19,5063436.590261,4595452.719783,3,6,2,6,0,1,0,4,0,5,3,2
20130101131143,2,3214636.328024,2917526.267662,3,6,2,6,0,1,0,2,0,4,1,5
20130101131143,9,1607318.164012,1457045.519973,3,6,2,6,0,1,0,2,0,4,1,5
20130101131143,15,2143087.799296,1942724.562434,3,6,2,6,0,1,0,2,0,4,2,5
20130101131145,3,22164570.011006,20116028.259502,5,6,1,6,0,3,0,2,0,1,2,4
20130101131145,13,7388178.970641,6697437.577050,5,-2,2,6,0,3,2,2,3,1,0,4
20130101131145,18,7388178.970641,6705332.739858,5,3,1,6,3,3,6,2,3,1,0,4
20130101131151,2,6519756.264311,6843254.510325,3,3,2,4,0,5,0,2,0,1,0,4
20130101131151,3,19559262.490502,17730612.658929,3,3,2,3,3,5,0,2,0,1,3,4
20130101131151,4,4346502.075397,3944780.274792,3,5,2,6,0,5,0,2,0,1,3,4
20130101131165,10,9007647.974595,7946097.053065,2,6,1,6,0,5,0,3,0,1,0,4
20130101131165,13,428933.306488,389289.506202,2,6,2,6,0,5,0,3,0,1,0,4
20130101131165,15,14841171.683784,13453629.279613,2,6,2,6,0,5,0,3,0,1,0,4
20130101131166,2,3281803.758367,3281803.758367,5,-2,1,2,5,3,5,1,5,4,4,2
20130101131166,5,3281803.758367,3281803.758367,5,-2,1,0,5,3,5,1,5,4,5,2
20130101131179,6,3202131.164982,2906176.883803,1,6,1,6,0,3,1,5,2,4,5,2
20130101131179,8,1130164.799285,1025710.267739,1,3,1,3,0,3,0,5,0,4,1,2
20130101131179,11,2260329.598570,2372482.972241,1,6,1,6,0,3,0,5,0,4,0,2
20130101131190,3,1022099.610641,926540.676261,4,6,1,6,0,5,0,1,0,3,1,2
20130101131190,7,6132579.531869,5559227.620798,4,6,1,6,0,5,0,1,0,3,1,2
20130101131190,8,2044199.221282,1853081.352522,4,6,1,6,0,5,0,1,0,3,1,2
20130101131197,6,558849.518712,507198.321720,2,2,2,1,0,4,0,5,0,3,0,1
20130101131197,14,6706219.685821,6086402.968676,2,1,1,1,0,4,0,5,1,3,1,1
20130101131197,20,11065253.570159,12742937.778605,2,1,2,1,1,4,1,5,1,3,2,1
20130101131206,7,8693726.930560,6721744.440886,2,3,1,6,0,3,0,5,5,1,0,4
20130101131206,11,4535858.323749,4760919.223638,2,5,2,6,0,3,0,5,0,1,5,4
20130101131206,13,755973.340707,686103.140171,2,6,2,5,0,3,0,5,2,1,2,4
20130101131213,3,1589493.285788,1442585.704993,1,4,1,6,5,5,0,3,4,2,2,4
20130101131213,7,6357957.778082,5770328.875007,1,5,1,6,2,5,0,3,3,2,0,4
20130101131213,11,4768472.174829,4327750.142496,1,5,2,3,2,5,0,3,2,2,1,4
20130101131216,8,16186952.462808,14673589.271881,1,5,2,6,1,3,0,2,0,5,1,4
20130101131216,9,1113781.430775,1009650.908125,1,6,2,6,1,3,0,2,0,5,1,4
20130101131216,13,556889.005734,505419.007505,1,3,1,5,0,3,1,2,0,5,1,4
20130101131230,8,7467894.359944,6777680.501314,5,3,2,5,0,1,0,3,0,4,0,2
20130101131230,10,7467894.359944,6550222.423804,5,6,1,6,0,1,0,3,0,4,0,2
20130101131231,4,281247.904776,255253.803597,1,3,2,5,5,4,5,5,2,2,6,3
20130101131231,6,449994.465162,408404.104990,1,5,2,4,5,4,3,5,4,2,6,3
20130101131231,7,1518735.412071,1378367.568275,1,5,2,2,5,4,3,5,3,2,6,3
20130101131233,6,2280939.970331,2070126.010954,4,6,1,3,0,3,0,2,0,5,0,1
20130101131233,14,4561866.255049,4140239.601177,4,6,2,5,3,3,0,2,0,5,0,1
20130101131233,16,3041244.170033,2756909.796893,4,6,2,5,0,3,0,2,0,5,3,1
20130101131249,8,23352544.959960,23352544.959960,4,6,2,3,0,2,0,1,1,3,3,5
20130101131249,12,5189446.867589,5189446.867589,4,6,1,2,0,2,0,1,0,3,3,5
20130101131249,13,15568363.306640,15568363.306640,4,6,1,0,0,2,0,1,0,3,4,5
20130101131289,5,1089812.227809,1255046.648617,3,6,2,3,0,4,0,5,0,1,0,2
20130101131289,10,1634720.870080,1483633.167826,3,3,2,6,0,4,0,5,0,1,3,2
20130101131289,18,817360.435040,2425221.905238,3,3,1,5,0,4,1,5,0,1,4,2
20130101131301,8,1541524.890737,1397403.442744,1,3,2,3,3,2,0,5,0,3,5,4
20130101131301,12,4110728.143346,4314694.870062,1,5,2,5,0,2,0,5,0,3,5,4
20130101131301,15,3185814.972407,3668839.734230,1,3,2,3,0,2,0,5,0,3,5,4
20130101131340,14,21029225.717075,19085617.207556,3,0,1,6,1,5,0,1,0,2,0,4
20130101131340,17,6133515.931035,5379815.467627,3,6,1,6,0,5,0,1,0,2,2,4
20130101131340,18,13143257.836727,11528184.258437,3,6,1,6,0,5,0,1,0,2,2,4
20130101131356,1,66301488.386045,69591245.599583,5,4,2,2,0,1,0,3,1,2,4,4
20130101131356,10,7366803.017563,6685932.441275,5,2,2,0,0,1,2,3,3,2,6,4
20130101131356,17,55251283.859700,63628336.029367,5,3,1,2,0,1,0,3,2,2,6,4
20130101131401,7,17148173.673168,15563268.136355,3,5,1,3,1,5,1,2,2,4,4,1
20130101131401,9,11432124.546733,10375520.045462,3,5,1,2,1,5,1,2,2,4,1,1
20130101131401,10,57160570.145941,51877552.499959,3,3,1,2,1,5,1,2,3,4,3,1
20130101131435,3,1295217.610358,1175508.211494,3,5,2,6,5,4,0,5,0,1,2,2
20130101131435,5,5180878.899223,4702040.522062,3,5,1,6,0,4,0,5,0,1,1,2
20130101131435,6,22018750.122832,19313035.756414,3,5,1,6,0,4,0,5,0,1,3,2
20130101131445,2,78086.598461,81961.111037,4,0,2,3,2,2,0,1,0,3,2,5
20130101131445,4,156173.196922,141572.130528,4,5,2,5,2,2,0,1,2,3,0,5
20130101131445,14,1874082.425135,1967070.928515,4,5,2,6,2,2,0,1,0,3,3,5
20130101131465,10,1985566.304000,1802052.007440,5,5,1,0,0,1,0,3,0,4,2,2
20130101131465,23,1489178.609789,1349951.161142,5,5,1,6,0,1,0,3,4,4,0,2
20130101131465,25,2978357.219579,2703085.057196,5,5,1,6,0,1,0,3,0,4,0,2
20130101131491,14,2377492.185009,2157754.468353,3,5,2,6,0,2,0,5,1,1,0,4
20130101131491,21,950991.675860,862080.820007,3,4,2,5,0,2,0,5,0,1,0,4
20130101131491,34,1426491.845576,1642772.731290,3,4,2,3,0,2,0,5,0,1,0,4
20130101131512,15,956632.639097,868216.671583,5,6,1,6,0,4,0,1,1,3,0,2
20130101131512,19,239160.192620,217056.012857,5,6,1,6,0,4,0,1,0,3,0,2
20130101131512,21,2152425.470813,1887930.506905,5,6,1,6,0,4,0,1,0,3,0,2
20130101131519,3,611295.309047,554796.853970,5,3,2,3,1,2,0,4,1,3,3,1
20130101131519,4,7335531.645690,6649712.396887,5,3,2,3,0,2,0,4,0,3,0,1
20130101131519,5,15282361.616147,17599432.489274,5,3,2,3,0,2,0,4,0,3,3,1
20130101131541,2,2044042.430518,1852939.220562,3,3,2,5,1,4,2,2,2,5,2,1
20130101131541,4,12264272.979507,11117651.999844,3,3,2,4,1,4,1,2,3,5,1,1
20130101131541,8,4088084.861035,3705878.441125,3,4,1,5,1,4,2,2,1,5,2,1
20130101131553,7,7317959.775312,6641603.494630,3,5,2,5,0,2,0,5,3,1,4,4
20130101131553,13,4268810.560072,3874269.332463,3,2,2,2,0,2,0,5,2,1,2,4
20130101131553,17,1829487.870406,1660398.991870,3,2,2,2,0,2,2,5,2,1,2,4
20130101131563,1,6693255.155792,6067484.121774,2,6,2,6,6,4,0,5,0,3,0,1
20130101131563,17,6693255.155792,6067484.121774,2,6,2,6,2,4,0,5,0,3,0,1
20130101131563,20,6693255.155792,6067484.121774,2,6,2,6,2,4,0,5,0,3,0,1
20130101131570,5,9368848.173358,8502940.256484,1,4,1,4,0,2,0,5,1,4,2,3
20130101131570,11,10930322.868917,9920096.965898,1,5,1,3,0,2,0,5,1,4,1,3
20130101131570,16,1171107.719774,1062869.073219,1,5,2,5,0,2,1,5,0,4,2,3
20130101131578,4,3743995.807869,3393959.230223,3,5,1,6,0,4,0,2,4,1,4,5
20130101131578,5,3743995.807869,3397960.142568,3,5,1,6,0,4,0,2,3,1,4,5
20130101131578,12,5615999.327803,5090943.936278,3,5,1,4,0,4,0,2,0,1,4,5
20130101131579,5,4579796.813705,4156512.943022,4,5,2,0,0,3,0,2,0,1,6,5
20130101131579,6,2289898.406853,2008510.454199,4,6,1,4,0,3,0,2,0,1,5,5
20130101131579,16,13739348.536122,12469500.797107,4,5,1,6,0,3,0,2,0,1,1,5
20130101131580,8,4077608.638918,3696381.670140,3,2,2,2,2,1,5,5,2,4,0,2
20130101131580,10,2038804.319459,1850369.544073,3,3,1,2,1,1,5,5,2,4,0,2
20130101131580,17,4077608.638918,3700739.088145,3,2,2,1,4,1,5,5,4,4,4,2
20130101131651,11,1114063.352823,1011096.983931,3,6,1,6,2,4,0,1,3,2,2,5
20130101131651,17,742711.944524,674067.417382,3,5,2,6,2,4,0,1,2,2,2,5
20130101131651,18,742711.944524,673273.739841,3,5,2,6,3,4,0,1,2,2,3,5
20130101131664,10,5390819.637523,4892577.664103,2,3,1,4,0,3,0,4,1,5,1,1
20130101131664,11,26954081.835471,23777544.464991,2,3,1,4,0,3,0,4,2,5,3,1
20130101131664,12,6738522.502886,6115720.225027,2,3,2,3,0,3,0,4,2,5,4,1
20130101131684,5,2084059.399104,2400038.921957,4,0,1,6,6,3,0,2,4,5,6,1
20130101131684,8,1042029.699552,945720.980512,4,4,1,6,4,3,0,2,4,5,0,1
20130101131684,11,2084059.399104,1889214.891495,4,0,1,6,4,3,0,2,4,5,0,1
20130101131689,6,10276162.896440,9326397.178984,5,6,1,6,0,2,2,1,0,4,0,3
20130101131689,7,1141794.887826,1036265.455123,5,6,1,6,0,2,0,1,0,4,0,3
20130101131689,9,6850778.232963,6210279.928493,5,6,1,6,0,2,6,1,0,4,4,3
20130101131690,6,14734810.312197,12998313.558595,1,3,1,4,1,3,0,2,3,5,4,4
20130101131690,7,1637200.336295,1485883.471460,1,3,1,1,1,3,0,2,2,5,3,4
20130101131690,10,818603.810920,722131.387452,1,3,1,2,1,3,0,2,2,5,2,4
20130101131694,5,28471806.725129,25116405.542499,3,5,1,5,0,1,0,5,1,2,3,4
20130101131694,7,18118434.760015,15983178.012592,3,5,1,5,0,1,0,5,1,2,3,4
20130101131694,20,1725567.631030,1566083.493262,3,6,1,4,0,1,0,5,0,2,5,4
20130101131700,4,8108473.228613,7350389.522184,2,2,2,2,1,5,3,3,2,1,2,4
20130101131700,10,56759263.679215,50070186.926445,2,1,2,3,3,5,1,3,1,1,4,4
20130101131700,12,81084658.904515,68250132.968661,2,2,2,5,5,5,2,3,3,1,5,4
20130101131715,3,1852957.501796,1681699.462307,3,6,1,6,0,5,0,2,0,1,0,4
20130101131715,4,926478.750898,839859.676554,3,5,1,6,0,5,0,2,0,1,0,4
20130101131715,10,4864014.241302,4409264.026285,3,6,1,6,0,5,0,2,0,1,0,4
20130101131718,16,1235580.639071,1120062.769794,1,5,1,3,0,5,0,3,1,4,5,2
20130101131718,31,2471167.340734,7332296.633569,1,4,1,4,0,5,0,3,2,4,4,2
20130101131718,34,2306422.447179,6843475.658761,1,3,1,4,1,5,1,3,3,4,5,2
20130101131749,7,4458592.783636,5134592.719614,3,5,2,4,0,2,0,1,3,4,3,5
20130101131749,25,743101.914573,674421.344777,3,5,2,5,0,2,0,1,2,4,2,5
20130101131749,35,743101.914573,2204886.563854,3,3,2,2,0,2,0,1,4,4,4,5
20130101131808,13,16944381.981451,15378311.720435,3,3,2,6,0,1,5,5,6,4,1,2
20130101131808,18,33888800.449827,26201864.614722,3,5,1,6,0,1,5,5,6,4,3,2
20130101131808,19,7530828.327995,6834797.850271,3,4,2,6,0,1,5,5,6,4,4,2
20130101131810,2,532588.745188,483364.678113,5,3,2,3,0,1,0,2,0,4,0,3
20130101131810,5,20770877.659256,23920102.683659,5,3,2,3,0,1,0,2,0,4,0,3
20130101131810,6,798880.801030,725044.914542,5,3,2,3,0,1,0,2,0,4,0,3
20130101131845,3,6376327.446706,5624877.534797,1,5,2,6,2,5,0,2,2,4,0,3
20130101131845,11,38258013.778009,44058591.700144,1,3,1,2,1,5,1,2,1,4,1,3
20130101131845,14,4782245.585030,4194592.311753,1,5,1,6,1,5,0,2,0,4,0,3
20130101131856,12,46587715.691641,41097355.426242,4,4,1,6,0,5,0,2,5,3,1,1
20130101131856,13,2911731.238312,2642616.926242,4,4,2,4,0,5,0,2,5,3,1,1
20130101131856,20,970582.372320,879839.927786,4,6,1,6,0,5,0,2,4,3,5,1
20130101131880,8,1731353.287810,1571334.415578,4,4,1,5,0,5,0,1,2,2,2,3
20130101131880,11,1731353.287810,1571334.415578,4,4,1,4,0,5,0,1,3,2,2,3
20130101131880,16,16447833.264947,14509456.830964,4,3,2,4,0,5,3,1,3,2,3,3
20130101131882,4,131475.094245,119323.619179,5,4,2,4,0,4,1,3,5,2,4,1
20130101131882,5,262950.188490,238366.244278,5,1,2,1,0,4,1,3,5,2,3,1
20130101131882,6,4338699.251377,4996521.250039,5,2,1,5,0,4,0,3,5,2,0,1
20130101131897,6,6837536.621776,6205583.047211,3,5,1,6,2,4,0,1,1,5,1,2
20130101131897,11,15384466.458744,13493988.039902,3,5,1,6,2,4,0,1,0,5,2,2
20130101131897,12,10256323.052160,7929899.686341,3,5,1,6,3,4,0,1,0,5,2,2
20130101131898,5,1513821.221851,1588934.230711,3,2,2,5,0,2,3,5,0,4,2,1
20130101131898,6,1471769.694102,1137930.813633,3,2,2,4,0,2,3,5,0,4,3,1
20130101131898,11,52563.167881,47705.061274,3,3,2,0,0,2,2,5,0,4,3,1
20130101131901,7,2067488.064053,1874192.856632,2,6,2,5,0,5,0,4,0,1,1,3
20130101131901,17,516869.224902,1533622.760090,2,6,2,0,0,5,0,4,0,1,0,3
20130101131901,18,3101237.678303,5993540.774751,2,6,2,6,0,5,0,4,0,1,1,3
20130101131917,3,4105497.304410,3721662.946756,3,3,1,6,6,5,0,1,3,2,6,4
20130101131917,19,12316491.913231,11178150.501519,3,5,2,6,6,5,0,1,3,2,6,4
20130101131917,21,12316491.913231,11164988.840268,3,5,2,6,5,5,0,1,6,2,5,4
20130101131941,5,5502551.512033,4993982.814034,2,4,1,5,1,5,0,1,4,4,0,3
20130101131941,12,3056970.440036,2774432.516836,2,5,1,5,1,5,0,1,2,4,0,3
20130101131941,16,3668371.607996,3325405.347056,2,5,1,6,1,5,0,1,1,4,3,3
20130101131972,3,1575351.048676,1428067.099128,1,6,2,6,6,2,0,3,1,4,6,5
20130101131972,7,15753519.287722,13817690.813324,1,6,2,6,0,2,0,3,0,4,5,5
20130101131972,8,15123378.868252,11692969.959493,1,2,2,6,5,2,0,3,0,4,5,5
20130101131976,4,4478519.226253,4064595.851455,1,5,1,6,4,5,0,2,0,4,0,3
20130101131976,9,6717783.037994,6089718.824073,1,6,2,6,0,5,0,2,2,4,4,3
20130101131976,11,3358891.518997,3048448.793872,1,6,1,6,3,5,1,2,3,4,5,3
20130101131999,4,920744.100691,807600.960089,3,5,1,3,0,4,0,5,1,2,1,1
20130101131999,7,2762215.728811,2422788.343565,3,5,1,3,0,4,0,5,0,2,0,1
20130101131999,10,29463579.196450,30925507.496367,3,4,1,2,0,4,0,5,2,2,2,1
20130101132004,2,2184196.168469,1982323.673656,2,2,2,1,2,3,3,4,3,5,4,1
20130101132004,5,19657783.863487,17819922.994831,2,2,2,1,3,3,2,4,2,5,3,1
20130101132017,5,26635994.987386,23496944.138101,2,6,1,6,0,5,0,4,0,3,1,1
20130101132017,6,2130880.969857,1933936.087458,2,6,1,6,0,5,0,4,0,3,0,1
20130101132017,7,17047040.904525,15038047.876313,2,6,1,6,0,5,0,4,0,3,0,1
20130101132022,3,3139770.388121,2849579.749322,4,6,2,1,0,1,0,5,0,3,2,2
20130101132022,6,1569885.194061,1424789.874661,4,6,1,2,0,1,0,5,0,3,2,2
20130101132022,14,14128938.645640,12463843.841557,4,4,2,2,0,1,0,5,0,3,4,2
20130101132033,4,4420682.427532,4007380.536396,1,4,2,4,0,4,0,5,0,2,2,3
20130101132033,6,11199060.805859,9879251.977600,1,5,1,5,2,4,0,5,2,2,2,3
20130101132033,8,20335140.174561,17938644.790570,1,4,1,4,0,4,0,5,0,2,2,3
20130101132036,7,1104666.873186,1002568.966026,2,3,1,4,3,1,1,3,5,4,4,5
20130101132036,8,19883889.605947,18046137.823717,2,3,1,6,2,1,1,3,6,4,0,5
20130101132036,9,19883889.605947,17440511.781731,2,3,1,6,2,1,1,3,6,4,0,5
20130101132043,8,8136552.497110,7384538.472234,4,4,1,6,5,3,0,2,0,5,6,1
20130101132043,19,2712189.083794,2378909.087085,4,6,1,6,4,3,0,2,0,5,6,1
20130101132043,29,2712189.083794,2461517.287618,4,4,1,6,5,3,2,2,5,5,6,1
20130101132075,3,7950727.443466,7215888.142966,3,6,1,6,0,4,4,5,0,2,2,1
20130101132075,5,7950727.443466,6973723.873906,3,6,1,6,0,4,4,5,0,2,0,1
20130101132075,12,7950727.443466,7215888.142966,3,6,2,6,0,4,0,5,0,2,2,1
20130101132107,2,335690.550085,335690.550085,5,4,2,3,0,4,0,1,0,2,0,3
20130101132107,3,8392272.480085,8392272.480085,5,4,2,4,0,4,0,1,0,2,1,3
20130101132117,11,10816219.423063,9816539.435110,4,5,2,5,0,2,0,5,3,1,4,3
20130101132117,16,8112146.152699,7353719.054385,4,6,1,6,2,2,0,5,0,1,5,3
20130101132117,22,12168243.781846,10734216.782073,4,5,2,4,0,2,0,5,2,1,5,3
20130101132143,3,8678808.514319,7876676.932878,2,5,1,6,0,1,0,5,0,3,0,4
20130101132143,6,2892930.771289,3036472.645006,2,6,1,6,0,1,0,5,1,3,2,4
20130101132143,7,23143494.771668,20416034.920710,2,6,1,6,0,1,0,5,2,3,2,4
20130101132144,6,11043469.884364,9741997.439427,2,3,1,5,6,4,1,3,4,1,4,5
20130101132144,7,2007902.191552,1822323.519361,2,2,2,0,6,4,0,3,0,1,5,5
20130101132144,8,26102751.982659,23026543.798258,2,3,1,5,6,4,0,3,3,1,6,5
20130101132217,2,4932579.337271,3813731.211522,5,5,2,3,4,1,2,4,0,3,4,2
20130101132217,7,11838187.331521,12425576.289403,5,5,2,4,0,1,1,4,0,3,2,2
20130101132217,8,23676374.663043,27266123.387155,5,4,2,3,2,1,2,4,0,3,2,2
20130101132281,2,14888105.582255,13496175.197423,2,6,2,5,0,1,0,3,0,5,0,4
20130101132281,3,14888105.582255,13133542.987753,2,6,2,6,0,1,0,3,0,5,0,4
20130101132281,4,9925398.924226,10417878.859489,2,6,2,6,0,1,0,3,0,5,0,4
20130101132285,6,1534249.698188,1353438.438072,4,5,1,6,0,3,0,5,0,2,0,1
20130101132285,7,511416.566063,451146.146024,4,3,2,3,0,3,0,5,0,2,0,1
20130101132285,18,1278541.415157,1127865.365060,4,6,1,6,0,3,0,5,0,2,3,1
20130101132343,6,12244136.590658,14100559.895733,3,3,2,4,0,2,0,1,0,4,0,5
20130101132343,11,1113104.201728,1010226.481570,3,4,1,4,0,2,0,1,0,4,0,5
20130101132343,16,2226208.403455,2020452.963139,3,4,2,0,0,2,0,1,0,4,0,5
20130101132359,5,2132478.509054,1935385.975437,2,6,2,0,0,1,0,3,0,5,0,4
20130101132359,16,14785228.483237,17026925.357811,2,3,2,3,6,1,0,3,6,5,0,4
20130101132359,21,2843308.844191,2577479.994991,2,6,2,6,0,1,0,3,0,5,0,4
20130101132390,4,3496387.147982,3173236.504928,2,6,1,6,0,1,0,5,0,4,3,3
20130101132390,5,1748208.486120,1584763.614144,2,6,2,0,0,1,0,5,0,4,3,3
20130101132390,15,1748208.486120,1351665.490180,2,5,2,3,0,1,0,5,4,4,5,3
20130101132398,2,5090596.556327,5343182.541198,3,4,2,0,2,1,1,4,0,5,0,2
