TUCASEID,TULINENO,WECANTRIL,WEGENHTH,WEHBP,WEPAINMD,WEREST,WETYPICAL,WRTELIG,WUFINLWGT,WXCANTRIL,WXGENHTH,WXHBP,WXPAINMD,WXREST,WXTYPICAL
20130302131080,1,4,4,1,2,2,1,780,6489611.254001,0,0,0,0,0,0
20130302131083,1,7,3,2,2,1,2,929,10727486.826542,0,0,0,0,0,0
20130302131084,1,8,2,2,2,2,1,675,3001512.810326,0,0,0,0,0,0
20130302131085,1,8,2,1,2,2,2,900,16685782.078938,0,0,0,0,0,0
20130302131086,1,0,4,2,2,2,2,955,12987448.193056,0,0,0,0,0,0
20130302131089,1,9,2,2,2,1,1,660,5263428.741097,0,0,0,0,0,0
20130302131094,1,6,1,2,2,2,1,815,12318682.815771,0,0,0,0,0,0
20130302131103,1,7,2,1,2,1,3,720,3349451.837069,0,0,0,0,0,0
20130302131106,1,7,3,2,2,1,3,635,4372580.227425,0,0,0,0,0,0
20130302131108,1,8,4,2,2,1,2,810,4586939.099705,0,0,0,0,0,0
20130302131111,1,8,2,1,2,1,2,597,7700814.912644,0,0,0,0,0,0
20130302131113,1,8,2,2,2,1,2,870,5854973.075088,0,0,0,0,0,0
20130302131118,1,3,3,2,2,1,2,810,6307457.080506,0,0,0,0,0,0
20130302131122,1,5,4,2,2,2,2,994,9203301.356971,0,0,0,0,0,0
20130302131138,1,8,4,2,1,1,2,905,2281069.169197,0,0,0,0,0,0
20130302131139,1,8,4,1,2,1,2,764,2654757.611012,0,0,0,0,0,0
20130302131140,1,8,2,1,2,2,2,505,4430429.539703,0,0,0,0,0,0
20130302131146,1,7,2,2,2,1,2,870,8064411.272347,0,0,0,0,0,0
20130302131159,1,7,3,2,1,2,2,780,2895214.162950,0,0,0,0,0,0
20130302131160,1,4,1,2,2,1,2,1000,4344000.995102,0,0,0,0,0,0
20130302131162,1,8,1,2,2,1,2,715,6078453.699813,0,0,0,0,0,0
20130302131164,1,7,2,2,2,2,2,660,11848811.054706,0,0,0,0,0,0
20130302131165,1,6,1,2,2,2,3,780,6317999.368856,0,0,0,0,0,0
20130302131167,1,7,1,2,2,1,2,930,9152888.177284,0,0,0,0,0,0
20130302131169,1,7,2,2,2,2,2,965,3424716.842916,0,0,0,0,0,0
20130302131176,1,5,2,2,2,2,2,1070,15200646.465214,0,0,0,0,0,0
20130302131183,1,9,1,1,2,3,3,1000,7016079.871021,0,0,0,0,0,0
20130302131185,1,7,1,2,2,3,2,968,23520972.581563,0,0,0,0,0,0
20130302131192,1,10,3,1,1,1,2,1227,10886323.178678,0,0,0,0,0,0
20130302131193,1,9,3,2,2,2,2,810,9475516.154634,0,0,0,0,0,0
20130302131199,1,3,3,2,1,2,2,1031,5927837.540977,0,0,0,0,0,0
20130302131200,1,5,3,2,2,1,2,915,22329876.768503,0,0,0,0,0,0
20130302131202,1,9,1,2,2,1,2,779,8609544.205861,0,0,0,0,0,0
20130302131203,1,9,3,2,2,1,2,750,7709255.877827,0,0,0,0,0,0
20130302131205,1,7,2,2,2,2,2,1200,3068369.206410,0,0,0,0,0,0
20130302131220,1,10,5,1,1,3,1,627,1345590.798115,0,0,0,0,0,0
20130302131222,1,10,4,2,2,2,1,840,4736227.563839,0,0,0,0,0,0
20130302131223,1,7,3,1,2,2,2,776,6310861.738669,0,0,0,0,0,0
20130302131227,1,1,2,2,2,1,2,900,9193781.662011,0,0,0,0,0,0
20130302131230,1,8,1,2,2,2,2,840,3349122.210257,0,0,0,0,0,0
20130302131238,1,7,3,1,1,2,2,821,33241932.498668,0,0,0,0,0,0
20130302131239,1,10,2,2,2,1,2,855,5973573.278261,0,0,0,0,0,0
20130302131241,1,7,3,1,2,3,1,1030,4479991.988903,0,0,0,0,0,0
20130302131253,1,7,2,2,2,1,2,960,1964902.978494,0,0,0,0,0,0
20130302131262,1,5,4,1,1,3,2,900,5064373.746699,0,0,0,0,0,0
20130302131263,1,9,2,1,2,1,2,1027,22445758.444294,0,0,0,0,0,0
20130302131265,1,5,3,1,2,2,1,945,2982309.213542,0,0,0,0,0,0
20130302131266,1,7,3,2,2,2,2,820,5051465.185339,0,0,0,0,0,0
20130302131271,1,9,1,2,2,2,2,898,4417560.028964,0,0,0,0,0,0
20130302131274,1,10,4,2,1,2,1,795,8183156.086955,0,0,0,0,0,0
20130302131279,1,8,3,2,1,2,2,750,912576.365604,0,0,0,0,0,0
20130302131286,1,9,2,2,2,1,2,775,3234486.620834,0,0,0,0,0,0
20130302131293,1,7,4,1,1,1,2,810,5738169.943514,0,0,0,0,0,0
20130302131295,1,8,2,2,2,1,2,750,944572.767815,0,0,0,0,0,0
20130302131297,1,7,2,2,2,3,1,1027,3355792.591366,0,0,0,0,0,0
20130302131299,1,5,3,1,2,1,1,922,17779242.534128,0,0,0,0,0,0
20130302131300,1,5,3,2,2,4,3,875,2482377.619116,0,0,0,42,0,0
20130302131304,1,4,5,2,1,4,3,870,4059099.181640,0,0,0,0,0,0
20130302131305,1,5,2,2,2,1,2,780,1710799.680423,0,0,0,0,0,0
20130302131309,1,5,5,1,1,3,2,640,9548732.384294,0,0,0,0,0,0
20130302131313,1,8,3,1,1,2,2,975,6895760.984022,0,0,0,0,0,0
20130302131315,1,10,5,1,2,2,3,715,3626334.731689,0,0,0,0,0,0
20130302131318,1,8,2,2,2,1,2,800,4695021.804381,0,0,0,0,0,0
20130302131319,1,6,3,2,1,3,2,790,5464808.880288,0,0,0,0,0,0
20130302131326,1,9,1,2,2,2,2,775,2295396.197942,0,0,0,0,0,0
20130302131335,1,10,4,2,2,1,2,780,14598288.651726,0,0,0,0,0,0
20130302131336,1,5,3,2,2,2,2,1035,6801818.239773,0,0,0,0,0,0
20130302131337,1,9,3,1,2,1,2,870,3513070.768835,0,0,0,0,0,0
20130302131338,1,8,1,2,2,1,1,1001,5034170.397817,0,0,0,0,0,0
20130302131341,1,7,2,2,2,2,1,495,7278127.863171,0,0,0,0,0,0
20130302131345,1,8,3,1,2,2,2,896,7654016.822241,0,0,0,0,0,0
20130302131350,1,8,1,1,1,3,2,880,5446596.863663,0,0,0,0,0,0
20130302131351,1,8,2,1,2,1,2,865,6387496.490775,0,0,0,0,0,0
20130302131355,1,8,2,2,2,1,1,1033,5737252.771512,0,0,0,0,0,0
20130302131363,1,5,2,2,2,4,3,675,4735448.505463,0,0,0,0,0,0
20130302131367,1,1,5,1,1,2,3,778,5304289.324374,0,0,0,0,0,0
20130302131368,1,5,3,2,1,2,2,953,4324903.826892,0,0,0,0,0,0
20130302131369,1,8,4,2,2,4,2,957,3576654.205251,0,0,0,0,0,0
20130302131371,1,8,1,2,2,2,2,651,3782116.408322,0,0,0,0,0,0
20130302131377,1,8,1,2,2,2,2,855,5169002.951312,0,0,0,0,0,0
20130302131378,1,8,2,2,1,1,2,900,6000643.588285,0,0,0,0,0,0
20130302131383,1,7,1,2,2,1,2,840,8216218.003756,0,0,0,0,0,0
20130302131384,1,8,1,1,1,2,2,926,8890403.252483,0,0,0,0,0,0
20130302131391,1,8,2,2,1,4,1,680,4267746.586653,0,0,0,0,0,0
20130302131392,1,10,3,2,2,1,1,875,4459230.309457,0,0,0,0,0,0
20130302131396,1,10,3,2,2,2,1,911,4396508.577666,0,0,0,0,0,0
20130302131398,1,5,2,1,2,4,2,1055,4299733.785517,0,0,0,0,0,0
20130302131399,1,5,3,2,2,2,1,953,10584031.358795,0,0,0,0,0,0
20130302131405,1,6,2,2,2,1,2,980,6304911.505939,0,0,0,0,0,0
20130302131407,1,8,4,2,2,2,1,867,12557812.826791,0,0,0,0,0,0
20130302131411,1,6,2,2,2,1,2,965,7631041.482007,0,0,0,0,0,0
20130302131412,1,8,3,2,1,4,2,855,2391004.643780,0,0,0,0,0,0
20130302131414,1,9,3,2,2,1,2,840,26161714.993679,0,0,0,0,0,0
20130302131415,1,8,2,1,2,2,2,810,3003771.808445,0,0,0,0,0,0
20130302131417,1,10,1,1,1,1,2,968,7445785.397121,0,0,0,0,0,0
20130302131420,1,9,2,2,2,1,1,1014,12316461.704505,0,0,0,0,0,0
20130302131424,1,9,2,1,2,1,2,490,2619417.645438,0,0,0,0,0,0
20130302131425,1,8,4,1,1,1,3,315,9457110.605659,0,0,0,0,0,0
20130302131428,1,7,3,1,1,4,2,975,10055306.272541,0,0,0,0,0,0
20130302131430,1,8,2,2,1,1,1,1135,3100674.904960,0,0,0,0,0,0
20130302131434,1,7,3,2,2,1,1,750,2983455.265553,0,0,0,0,0,0
20130302131437,1,3,3,1,2,2,3,780,6488783.052142,0,0,0,0,0,0
20130302131440,1,8,3,2,2,2,2,633,34745105.206750,0,0,0,0,0,0
20130302131447,1,9,2,2,1,1,2,878,2940650.820731,0,0,0,0,0,0
20130302131448,1,7,3,2,2,1,2,870,2966846.902076,0,0,0,0,0,0
20130302131450,1,7,1,2,2,2,2,726,2741789.957072,0,0,0,0,0,0
20130302131457,1,10,2,2,1,2,2,880,5789570.410207,0,0,0,0,0,0
20130302131459,1,7,4,1,1,1,2,1050,8517216.877534,0,0,0,0,0,0
20130302131464,1,10,2,1,1,1,1,725,3210705.803227,0,0,0,0,0,0
20130302131467,1,10,2,1,2,1,1,705,4770661.282981,0,0,0,0,0,0
20130302131468,1,8,2,2,1,2,2,870,6814941.405586,0,0,0,0,0,0
20130302131469,1,8,2,1,1,1,1,930,6339818.030696,0,0,0,0,0,0
20130302131470,1,8,2,2,2,1,3,905,3117777.014463,0,0,0,0,0,0
20130302131471,1,10,2,2,2,2,2,986,21965595.825183,0,0,0,0,0,0
20130302131472,1,10,1,2,1,2,2,944,8772258.473326,0,0,0,0,0,0
20130302131483,1,5,3,2,2,3,1,990,3749633.106428,0,0,0,0,0,0
20130302131486,1,9,2,2,2,1,2,840,3271695.445644,0,0,0,0,0,0
20130302131488,1,8,2,2,2,1,1,879,4826036.802608,0,0,0,0,0,0
20130302131489,1,7,3,1,2,1,3,560,9827106.859858,0,0,0,0,0,0
20130302131492,1,6,2,2,1,1,2,855,2962945.898012,0,0,0,0,0,0
20130302131493,1,8,2,1,2,1,3,795,1660360.483787,0,0,0,0,0,0
20130302131498,1,7,2,2,2,3,1,1078,4635139.833749,0,0,0,0,0,0
20130302131505,1,8,2,2,2,3,2,930,3660952.991362,0,0,0,0,0,0
20130302131506,1,7,2,2,2,2,2,840,2833792.957080,0,0,0,0,0,0
20130302131507,1,5,2,2,2,3,2,660,12921873.268379,0,0,0,0,0,0
20130302131515,1,8,2,2,2,2,1,810,4312589.419561,0,0,0,0,0,0
20130302131522,1,8,2,2,2,2,1,1015,16771563.620559,0,0,0,0,0,0
20130302131525,1,10,3,1,1,1,2,740,25154381.970469,0,0,0,0,0,0
20130302131526,1,8,3,2,2,2,1,540,3755299.915222,0,0,0,0,0,0
20130302131528,1,8,3,1,2,1,2,930,2773627.560506,0,0,0,0,0,0
20130302131532,1,10,2,2,2,2,2,898,8410902.226960,0,0,0,0,0,0
20130302131540,1,8,5,1,1,1,2,747,8105470.955120,42,0,0,0,0,0
20130302131541,1,8,1,2,2,1,2,795,2001103.762906,0,0,0,0,0,0
20130302131548,1,5,2,2,2,3,3,979,12361379.287555,0,0,0,0,0,0
20130302131552,1,10,2,2,2,4,3,1055,3366340.795512,0,0,0,0,0,0
20130302131554,1,7,3,2,1,3,1,660,7641785.932507,0,0,0,0,0,0
20130302131555,1,8,2,2,2,1,1,890,4991837.145529,0,0,0,0,0,0
20130302131556,1,10,2,2,2,1,1,1080,4131630.076598,0,0,0,0,0,0
20130302131557,1,7,4,1,2,2,2,630,4636287.925998,0,0,0,0,0,0
20130302131559,1,10,2,1,2,1,2,773,7409253.197637,0,0,0,0,0,0
20130302131562,1,9,2,2,2,3,2,968,16434707.459634,0,0,0,0,0,0
20130302131565,1,8,2,2,1,4,1,985,3618033.842101,0,0,0,0,0,0
20130302131566,1,8,2,2,2,2,1,1008,2598659.843461,0,0,0,0,0,0
20130302131572,1,8,2,2,2,2,1,880,18668487.201270,0,0,0,0,0,0
20130302131573,1,7,1,2,1,3,1,825,8446370.325299,0,0,0,0,0,0
20130302131575,1,7,3,2,1,2,2,655,6182241.622039,0,0,0,0,0,0
20130302131584,1,9,2,1,2,1,2,820,2333541.887672,0,0,0,0,0,0
20130302131585,1,7,2,2,2,1,2,778,4223265.024434,0,0,0,0,0,0
20130302131587,1,8,2,2,2,2,1,988,3392517.789103,0,0,0,0,0,0
20130302131588,1,9,2,2,2,1,2,1050,5133122.339805,0,0,0,0,0,0
20130302131589,1,9,2,2,2,1,2,773,9648820.674582,0,0,0,0,0,0
20130302131591,1,5,4,1,1,2,2,827,4103834.266149,0,0,0,0,0,0
20130302131594,1,7,1,2,2,2,1,953,18709520.504112,0,0,0,0,0,0
20130302131598,1,10,2,2,2,1,2,440,16471773.969638,0,0,0,0,0,0
20130302131603,1,5,3,1,1,3,2,695,2415154.940638,0,0,0,0,0,0
20130302131605,1,5,2,2,2,1,2,888,8568663.615458,0,0,0,0,0,0
20130302131608,1,6,3,2,2,2,2,770,13515728.905842,0,0,0,0,0,0
20130302131609,1,8,3,2,2,1,1,728,7597701.876430,0,0,0,0,0,0
20130302131611,1,6,2,2,1,3,2,909,10267185.578774,0,0,0,0,0,0
20130302131612,1,10,2,1,2,1,2,900,4006649.411562,0,0,0,0,0,0
20130302131615,1,9,2,2,2,2,2,915,4269593.334402,0,0,0,0,0,0
20130302131616,1,9,3,2,2,2,2,910,20866362.016521,0,0,0,0,0,0
20130302131617,1,10,5,1,2,2,1,894,11402723.858389,0,0,0,0,0,0
20130302131619,1,3,3,2,1,3,2,840,6934504.753290,0,0,0,0,0,0
20130302131625,1,8,4,1,1,2,3,885,5579874.169692,0,0,0,0,0,0
20130302131628,1,5,1,2,2,1,2,875,9568481.047429,0,0,0,0,0,0
20130302131629,1,9,1,1,1,1,2,855,6911879.368630,0,0,0,0,0,0
20130302131634,1,7,3,1,1,2,2,810,2811957.994738,0,0,0,0,0,0
20130302131637,1,8,3,2,2,2,2,883,25963186.049294,0,0,0,0,0,0
20130302131643,1,4,3,1,2,2,1,890,6634474.465349,0,0,0,0,0,0
20130302131645,1,9,1,2,2,1,2,945,3843933.342125,0,0,0,0,0,0
20130302131646,1,9,1,2,2,1,1,900,7441500.974557,0,0,0,0,0,0
20130302131648,1,6,2,2,1,1,1,910,8621547.311824,0,0,0,0,0,0
20130302131653,1,8,2,2,1,2,2,970,2670838.003564,0,0,0,0,0,0
20130302131658,1,9,2,1,2,1,2,830,1147217.463804,0,0,0,0,0,0
20130302131660,1,8,1,2,1,1,2,984,7916078.915942,0,0,0,0,0,0
20130302131662,1,5,4,1,1,1,3,720,6889336.378448,0,0,0,0,0,0
20130302131664,1,5,4,2,1,2,2,903,7476947.598277,0,0,0,0,0,0
20130302131665,1,8,2,1,2,2,1,962,3586362.799100,0,0,0,0,0,0
20130302131667,1,8,4,1,1,3,3,620,2254607.880893,0,0,0,0,0,0
20130302131669,1,8,1,2,2,2,1,885,31154767.933663,0,0,0,0,0,0
20130302131671,1,10,2,2,2,1,1,782,3442228.470937,0,0,0,0,0,0
20130302131672,1,9,1,2,2,1,2,945,17197093.243607,0,0,0,0,0,0
20130302131675,1,7,2,2,2,2,2,780,3257400.138962,0,0,0,0,0,0
20130302131678,1,10,1,2,2,1,1,840,5404514.852518,0,0,0,0,0,0
20130302131682,1,9,2,2,2,2,2,750,3802687.120437,0,0,0,0,0,0
20130302131683,1,8,2,2,1,2,1,841,5619259.817854,0,0,0,0,0,0
20130302131684,1,8,2,2,1,1,2,635,2762939.606304,0,0,0,0,0,0
20130302131687,1,9,3,1,2,2,2,811,3080180.124614,0,0,0,0,0,0
20130302131693,1,6,1,2,1,2,2,815,19799802.191419,0,0,0,0,0,0
20130302131694,1,6,3,2,2,1,1,778,4270536.009103,0,0,0,0,0,0
20130302131695,1,10,2,2,2,2,3,885,7998108.904579,0,0,0,0,0,0
20130302131698,1,5,5,1,2,2,3,855,9651377.258795,0,0,0,0,0,0
20130302131700,1,7,2,1,2,1,1,930,5836290.676387,0,0,0,0,0,0
20130302131709,1,7,2,2,1,1,2,775,8497935.790383,0,0,0,0,0,0
20130302131712,1,5,1,1,2,1,1,875,2145828.179601,0,0,0,0,0,0
20130302131714,1,8,3,1,1,1,1,830,7247124.275199,0,0,0,0,0,0
20130302131716,1,6,3,1,1,1,2,765,3494394.221595,0,0,0,0,0,0
20130302131718,1,5,5,1,1,2,3,1070,965880.931518,0,0,0,0,0,0
20130302131722,1,9,2,1,1,3,2,720,6604854.315398,0,0,0,0,0,0
20130302131729,1,8,3,2,2,4,3,834,7651268.748404,0,0,0,0,0,0
20130302131732,1,5,3,1,2,2,2,930,3013799.333727,0,0,0,0,0,0
20130302131734,1,8,3,2,1,3,1,944,4839778.345748,0,0,0,0,0,0
20130302131738,1,7,2,2,1,1,2,958,8101509.837059,0,0,0,0,0,0
20130302131742,1,7,2,2,2,1,2,1020,4770286.927937,0,0,0,0,0,0
20130302131745,1,8,3,2,2,1,2,760,8720567.741066,0,0,0,0,0,0
20130302131751,1,9,2,2,2,2,2,1015,7896829.679085,0,0,0,0,0,0
20130302131757,1,9,2,2,2,2,1,889,5929489.025957,0,0,0,0,0,0
20130302131759,1,7,2,2,2,2,3,799,13378898.483796,0,0,0,0,0,0
20130302131763,1,7,3,1,1,3,2,870,1133099.911912,0,0,0,0,0,0
20130302131768,1,8,3,2,2,3,1,842,29607016.664806,0,0,0,0,0,0
20130302131771,1,6,2,2,2,1,1,778,6086513.971466,0,0,0,0,0,0
20130302131773,1,10,2,2,2,2,2,895,9755590.698728,0,0,0,0,0,0
20130302131774,1,7,3,1,2,2,2,635,5394008.138367,0,0,0,0,0,0
20130302131775,1,7,2,2,2,1,1,924,8444766.317620,0,0,0,0,0,0
20130302131778,1,7,3,1,2,2,2,1065,3219446.975915,0,0,0,0,0,0
20130302131785,1,10,1,2,2,2,2,645,3977092.926526,0,0,0,0,0,0
20130302131789,1,5,2,2,2,1,2,880,22742586.027620,0,0,0,0,0,0
20130302131803,1,6,3,2,2,2,2,836,1863367.864602,0,0,0,0,0,0
20130302131805,1,5,2,2,2,1,2,1020,9041100.868707,0,0,0,0,0,0
20130302131806,1,5,4,1,2,3,3,885,19215237.811202,0,0,0,0,0,0
20130302131807,1,7,2,2,2,1,1,840,6861057.408013,0,0,0,0,0,0
20130302131808,1,4,3,2,1,3,1,635,2905360.784370,0,0,0,0,0,0
20130302131813,1,9,2,2,2,1,2,893,6304110.941847,0,0,0,0,0,0
20130302131814,1,10,1,2,2,2,2,910,10022969.568954,0,0,0,0,0,0
20130302131816,1,8,1,2,2,1,2,957,38977841.215650,0,0,0,0,0,0
20130302131818,1,10,3,2,1,2,3,990,40053900.210509,0,0,0,0,0,0
20130302131821,1,7,2,2,2,2,2,898,6604851.287605,0,0,0,0,0,0
20130302131822,1,8,2,2,1,4,3,870,3342308.622451,0,0,0,0,0,0
20130302131828,1,5,3,2,2,1,1,846,2771655.450628,0,0,0,0,0,0
20130302131831,1,10,3,1,2,1,2,865,7824970.653460,0,0,0,0,0,0
20130302131832,1,8,2,2,2,2,2,910,2510065.565994,0,0,0,0,0,0
20130302131833,1,8,3,2,2,2,2,575,14451105.867416,0,0,0,0,0,0
20130302131834,1,4,3,1,1,2,2,830,4258984.146438,0,0,0,0,0,0
20130302131839,1,5,1,2,2,1,2,780,3091956.297338,0,0,43,0,0,0
20130302131841,1,5,2,2,2,1,1,840,1934040.789839,0,0,0,0,0,0
20130302131847,1,10,3,2,1,2,2,900,7144993.068876,0,0,0,0,0,0
20130302131848,1,9,4,1,2,1,1,1045,5800708.587735,0,0,0,0,0,0
20130302131855,1,8,3,1,1,2,2,720,2854942.288967,0,0,0,0,0,0
20130302131856,1,7,1,2,2,1,2,835,1901919.022891,0,0,0,0,0,0
20130302131859,1,7,1,1,1,2,1,910,1790027.888036,0,0,0,0,0,0
20130302131861,1,8,1,1,1,2,3,1130,1650968.212706,0,0,0,0,0,0
20130302131865,1,7,3,2,1,2,2,720,1633032.094425,0,0,0,0,0,0
20130302131866,1,9,1,2,2,1,2,796,37863049.012671,0,0,0,0,0,0
20130302131867,1,5,3,1,2,1,2,704,10470976.476732,0,0,0,0,0,0
20130302131868,1,10,2,1,1,1,1,780,6496400.789225,0,0,0,0,0,0
20130302131875,1,6,3,1,1,2,2,881,2423197.149003,0,0,0,0,0,0
20130302131878,1,6,4,1,1,3,1,958,4178849.491477,0,0,0,0,0,0
20130302131892,1,5,4,1,1,2,2,1173,11996946.847240,0,0,0,0,0,0
20130302131893,1,8,4,1,2,1,1,628,1750930.234918,0,0,0,0,0,0
20130302131896,1,10,3,1,2,2,1,1079,4034945.395646,0,0,0,0,0,0
20130302131901,1,5,4,1,2,2,3,995,5296708.742772,0,0,0,0,0,0
20130302131908,1,8,2,2,2,3,1,860,23779548.122318,0,0,0,0,0,0
20130302131913,1,8,3,1,1,2,2,885,6569510.035889,0,0,0,0,0,0
20130302131915,1,7,3,1,2,2,2,840,2658099.707431,0,0,0,0,0,0
20130302131916,1,5,4,2,1,3,3,988,3433501.710165,0,0,0,0,0,0
20130302131917,1,6,1,2,2,3,2,1034,33085918.769398,0,0,0,0,0,0
20130302131920,1,10,2,1,2,1,2,856,4060022.583362,0,0,0,0,0,0
20130302131921,1,8,2,2,2,2,2,1040,2208890.767758,0,0,0,0,0,0
20130302131923,1,8,1,2,2,2,2,780,5714794.770292,0,0,0,0,0,0
20130302131924,1,7,3,1,2,1,1,692,8683122.308000,0,0,0,0,0,0
20130302131925,1,5,2,1,2,3,2,1375,10199881.264504,0,0,0,0,0,0
20130302131926,1,5,4,1,1,2,2,908,7214003.213153,0,0,0,0,0,0
20130302131927,1,9,1,2,1,1,1,941,7842404.007372,0,0,0,0,0,0
20130302131928,1,10,2,2,1,2,2,840,2441475.235166,0,0,0,0,0,0
20130302131935,1,8,3,2,2,1,2,720,9052753.149558,0,0,0,0,0,0
20130302131951,1,9,1,2,1,1,2,735,5992725.998696,0,0,0,0,0,0
20130302131956,1,3,2,2,1,1,2,610,8478268.839787,0,0,0,0,0,0
20130302131959,1,8,1,2,2,4,2,823,4312570.054180,0,0,0,0,0,0
20130302131961,1,7,1,2,2,2,2,785,3663042.803599,0,0,0,0,0,0
20130302131962,1,10,3,2,2,2,2,770,24030425.482182,0,0,0,0,0,0
20130302131965,1,6,3,2,2,3,2,1032,5594584.681490,0,0,0,0,0,0
20130302131967,1,6,2,2,2,1,2,810,2911298.120654,0,0,0,0,0,0
20130302131969,1,7,4,1,1,2,1,825,3517548.918252,0,0,0,0,0,0
20130302131971,1,8,3,1,1,1,2,900,7819073.390739,0,0,0,0,0,0
20130302131980,1,7,3,1,2,2,2,780,4923794.064637,0,0,0,0,0,0
20130302131984,1,10,3,1,2,2,1,858,3562328.288747,0,0,0,0,0,0
20130302131991,1,6,2,1,2,1,1,943,19332913.583489,0,0,42,0,0,0
20130302131997,1,2,4,2,2,2,2,623,4524047.318455,0,0,0,0,0,0
20130302132004,1,5,4,2,1,2,2,690,1949154.551144,0,0,0,0,0,0
20130302132010,1,8,2,1,2,2,1,735,7811643.547186,0,0,0,0,0,0
20130302132011,1,8,3,1,2,1,1,960,16100396.198875,0,0,0,0,0,0
20130302132024,1,9,2,2,2,2,2,895,6597433.443965,0,0,0,0,0,0
20130302132031,1,8,2,2,2,1,1,821,2682202.447849,0,0,0,0,0,0
20130302132032,1,6,3,2,2,2,1,968,3621501.372132,0,0,0,0,0,0
20130302132033,1,8,3,1,1,4,2,750,2478379.155275,0,0,0,0,0,0
20130302132038,1,10,2,2,2,1,3,1060,8463318.519234,0,0,0,0,0,0
20130302132041,1,8,3,2,2,1,1,750,3241932.705824,0,0,0,0,0,0
20130302132042,1,8,2,1,1,4,3,1440,7001813.384154,0,0,0,0,0,0
20130302132045,1,6,2,2,2,2,2,862,9287483.261796,0,0,0,0,0,0
20130302132049,1,9,1,2,2,1,2,923,3490383.454505,0,0,0,0,0,0
20130302132051,1,8,2,2,2,2,2,935,26612623.373073,0,0,0,0,0,0
20130302132052,1,10,1,2,2,1,1,825,3405767.863526,0,0,0,0,0,0
20130302132058,1,7,1,2,2,2,1,770,4238424.664511,0,0,0,0,0,0
20130302132061,1,6,2,1,2,2,1,783,5615643.394559,0,0,0,0,0,0
20130302132063,1,8,2,2,2,4,3,715,3939352.260488,0,0,0,0,0,0
20130302132066,1,6,2,2,1,2,2,905,8200396.497822,0,0,0,0,0,0
20130302132067,1,7,3,2,2,3,2,935,3124292.152634,0,0,0,0,0,0
20130302132069,1,6,2,2,1,2,1,810,3004786.052730,0,0,0,0,0,0
20130302132071,1,9,2,2,1,2,2,825,7724598.288282,0,0,0,0,0,0
20130302132074,1,6,4,1,2,3,2,1030,8296477.664742,0,0,0,0,0,0
20130302132083,1,9,3,1,1,1,1,992,1174873.102754,0,0,0,0,0,0
20130302132084,1,7,2,2,1,2,3,510,12009980.883897,0,0,0,0,0,0
20130302132087,1,8,3,2,2,2,1,380,6114542.816661,0,0,0,0,0,0
20130302132095,1,8,3,1,2,2,2,750,4909821.403421,0,0,0,0,0,0
20130302132096,1,10,3,2,2,1,1,840,17650577.951474,0,0,0,0,0,0
20130302132100,1,8,4,1,2,2,2,885,2731497.667688,0,0,0,0,0,0
20130302132105,1,8,2,2,1,2,2,995,8069835.387986,0,0,0,0,0,0
20130302132106,1,8,2,2,2,1,2,720,9337701.620329,0,0,0,0,0,0
20130302132107,1,8,3,2,2,3,1,870,10483508.038939,0,0,0,0,0,0
20130302132108,1,5,2,2,2,2,3,875,9740211.006015,0,0,0,0,0,0
20130302132112,1,5,4,1,1,2,2,810,6303528.244025,0,0,0,0,0,0
20130302132114,1,4,2,2,2,2,1,900,3934430.695665,0,0,0,0,0,0
20130302132116,1,8,3,1,2,2,2,720,5591376.672227,0,0,0,0,0,0
20130302132117,1,9,2,2,2,1,2,866,8704442.072475,0,0,0,0,0,0
20130302132119,1,3,4,1,1,1,2,973,1814813.153009,0,0,0,0,0,0
20130302132124,1,8,2,2,2,2,2,959,2525067.875859,0,0,0,0,0,0
20130302132126,1,8,2,2,2,2,2,975,6600260.779805,0,0,0,0,0,0
20130302132127,1,9,2,1,2,1,2,903,23144934.155646,0,0,0,0,0,0
20130302132129,1,2,2,2,1,2,2,795,4545181.218843,0,0,0,0,0,0
20130302132130,1,8,1,2,2,1,2,725,10024238.461707,0,0,0,0,0,0
20130302132134,1,8,2,2,2,2,1,840,26788033.209351,0,0,0,0,0,0
20130302132140,1,2,4,2,2,3,2,675,7787803.569369,0,0,0,0,0,0
20130302132142,1,7,1,1,2,1,2,762,2174507.983142,0,42,0,0,0,0
20130302132144,1,6,3,2,2,2,1,810,24604068.966669,0,0,0,0,0,0
20130302132148,1,0,4,1,1,1,1,765,10468266.622459,0,0,0,0,0,0
20130302132149,1,7,4,2,2,2,3,960,11956754.656187,0,0,0,0,0,0
20130302132154,1,8,2,2,2,1,2,840,6258237.531342,0,0,0,0,0,0
20130302132159,1,10,2,2,2,3,2,1365,17135401.158046,0,0,0,0,0,0
20130302132163,1,5,1,2,2,1,2,754,6038815.326488,0,0,0,0,0,0
20130302132165,1,9,4,2,2,3,1,580,6285823.384465,0,0,0,0,0,0
20130302132166,1,7,2,2,2,1,2,930,17505148.683284,0,0,0,0,0,0
20130302132167,1,4,2,2,2,4,2,820,4879977.571095,0,0,0,0,0,0
20130302132168,1,8,1,2,2,1,1,855,28197638.257312,0,0,0,0,0,0
20130302132171,1,6,3,2,1,2,2,940,6693624.575402,0,0,0,0,0,0
20130302132172,1,5,4,1,1,2,2,808,6235110.693120,0,0,0,0,0,0
20130302132173,1,8,3,2,1,2,1,930,16375700.674705,0,0,0,0,0,0
