TUCASEID,TULINENO,WECANTRIL,WEGENHTH,WEHBP,WEPAINMD,WEREST,WETYPICAL,WRTELIG,WUFINLWGT,WXCANTRIL,WXGENHTH,WXHBP,WXPAINMD,WXREST,WXTYPICAL
20130604130831,1,6,2,2,2,1,1,804,2934051.470507,0,0,0,0,0,0
20130604130843,1,7,2,2,2,1,2,1033,2992834.204921,0,0,0,0,0,0
20130604130853,1,7,1,2,2,1,2,805,7295574.566165,0,0,0,0,0,0
20130604130857,1,8,2,2,2,2,1,1080,21653689.130233,0,0,0,0,0,0
20130604130859,1,9,2,2,1,1,1,1035,4314688.203215,0,0,0,0,0,0
20130604130921,1,2,4,1,2,2,2,730,2249057.424650,0,0,0,0,0,0
20130604130925,1,8,1,2,2,1,1,835,3240234.455526,0,0,0,0,0,0
20130604130935,1,5,2,2,2,4,1,795,1362305.207746,0,0,0,0,0,0
20130604130956,1,6,3,2,2,3,2,690,4288721.765872,0,0,0,0,0,0
20130604130965,1,9,3,2,2,2,2,1045,2831662.997160,0,0,0,0,0,0
20130604130996,1,4,5,1,1,3,2,718,13455831.286081,0,0,0,0,0,0
20130604131005,1,5,1,1,1,2,1,1005,21308722.775564,0,0,0,0,0,0
20130604131049,1,8,2,2,2,1,2,900,3422514.440305,0,0,0,0,0,0
20130604131067,1,7,3,1,1,2,2,993,4049204.456528,0,0,0,0,0,0
20130604131078,1,8,2,2,2,2,2,720,5686359.555142,0,0,0,0,0,0
20130604131118,1,10,2,2,2,1,1,810,3838055.989280,0,0,0,0,0,0
20130604131134,1,6,4,2,2,2,1,725,6148152.455340,0,0,0,0,0,0
20130604131152,1,8,1,1,2,1,2,840,10224314.144143,0,0,0,0,0,0
20130604131162,1,10,3,2,2,2,2,900,2937669.470939,0,0,0,0,0,0
20130604131175,1,7,3,2,1,2,1,1005,42266646.035224,0,0,0,0,0,0
20130604131198,1,6,3,1,2,4,1,1125,5520402.009658,0,0,0,0,0,0
20130604131217,1,7,3,1,1,2,3,670,3595099.834783,0,0,0,0,0,0
20130604131221,1,7,2,2,2,2,1,810,5219560.224765,0,0,0,0,0,0
20130604131224,1,8,4,2,2,1,2,875,5210238.306020,0,0,0,0,0,0
20130604131226,1,10,1,2,1,1,2,865,16361658.145920,0,0,0,0,0,0
20130604131231,1,10,3,1,1,1,1,655,5364150.557873,0,0,0,0,0,0
20130604131238,1,9,2,1,1,1,2,620,3245260.118045,0,0,0,0,0,0
20130604131262,1,8,4,2,2,2,2,590,2630311.643252,0,0,0,0,0,0
20130604131266,1,8,1,1,2,4,3,875,8257385.539863,0,0,0,0,0,0
20130604131292,1,3,5,2,1,3,2,620,8686355.000815,0,0,0,0,0,0
20130604131298,1,9,1,2,2,2,1,480,21429857.768022,0,0,0,0,0,0
20130604131317,1,7,3,2,1,2,2,1113,7518163.707377,0,0,0,0,0,0
20130604131351,1,7,1,2,2,3,1,971,8061685.381273,0,0,0,0,0,0
20130604131354,1,7,2,1,2,4,1,1190,7653640.246996,0,0,0,0,0,0
20130604131400,1,6,1,2,2,1,2,660,17454748.581502,0,0,0,0,0,0
20130604131481,1,8,3,1,1,1,2,789,3868317.879682,0,0,0,0,0,0
20130604131496,1,10,4,1,1,3,1,785,6319004.783377,0,0,0,0,0,0
20130604131498,1,10,1,2,1,1,2,955,2744652.281749,0,0,0,0,0,0
20130604131508,1,9,2,2,2,2,2,760,2279263.873858,0,0,0,0,0,0
20130604131522,1,10,4,1,1,1,2,990,2045006.742489,0,0,0,0,0,0
20130604131524,1,10,3,2,2,2,2,1030,5129824.788424,0,0,0,0,0,0
20130604131538,1,3,5,1,1,1,2,470,4163105.033510,0,0,0,0,0,0
20130604131547,1,5,4,1,1,3,1,600,9156429.872181,0,0,0,0,0,0
20130604131578,1,7,2,2,1,2,2,520,4302202.515339,0,0,0,0,0,0
20130604131598,1,8,3,2,2,1,1,420,7200298.921568,0,0,0,0,0,0
20130604131609,1,7,2,2,1,1,1,830,2594525.412272,0,0,0,0,0,0
20130604131625,1,7,3,2,1,2,1,869,7959596.461359,0,0,0,0,0,0
20130604131654,1,10,2,2,2,1,2,990,6958736.198936,0,0,0,0,0,0
20130604131659,1,6,4,1,1,2,3,945,7664077.975119,0,0,0,0,0,0
20130604131672,1,10,4,1,1,1,2,810,4702091.909165,0,0,0,0,0,0
20130604131702,1,8,1,1,2,1,2,900,8482422.879157,0,0,0,0,0,0
20130604131724,1,6,3,2,2,1,2,1003,6223097.142530,0,0,0,0,0,0
20130604131726,1,8,2,2,2,2,1,935,6139769.652862,0,0,0,0,0,0
20130604131742,1,6,3,1,2,2,2,932,2471663.684422,0,0,0,0,0,0
20130604131743,1,7,1,2,2,3,1,1108,16484683.308011,0,0,0,0,0,0
20130604131748,1,7,2,1,2,1,1,830,1543747.611400,0,0,0,0,0,0
20130604131762,1,8,2,2,2,1,2,795,1318221.012964,0,0,0,0,0,0
20130604131804,1,5,4,2,1,1,2,795,2357883.240054,0,0,0,0,0,0
20130604131807,1,5,3,2,2,1,2,965,3214391.365570,0,0,0,0,0,0
20130604131811,1,10,3,1,2,1,2,845,6000030.579881,0,0,0,0,0,0
20130604131841,1,6,1,2,2,1,1,810,4332007.372291,0,0,0,0,0,0
20130604131887,1,7,3,1,1,2,2,875,6055268.775595,0,0,0,0,0,0
20130604131908,1,7,3,2,2,2,1,752,3605143.572404,0,0,0,0,0,0
20130604131920,1,7,5,1,1,2,2,803,6304813.007160,0,0,0,0,0,0
20130604131941,1,6,2,2,2,1,2,825,6190731.023665,0,0,0,0,0,0
20130604131950,1,6,2,2,2,3,1,770,10526455.105567,0,0,0,0,0,0
20130604131955,1,7,2,2,2,2,2,795,4209021.056585,0,0,0,0,0,0
20130604131983,1,5,5,1,1,3,2,850,3126380.136636,0,0,0,0,0,0
20130604131997,1,9,4,2,2,2,2,975,4087261.241470,0,0,0,0,0,0
20130604132011,1,3,5,1,2,3,2,855,5680185.688888,0,0,0,0,0,0
20130604132066,1,7,2,2,2,2,1,1047,4125620.366863,0,0,0,0,0,0
20130604132096,1,9,2,2,2,1,2,1015,10854953.406863,0,0,0,0,0,0
20130604132102,1,6,2,2,2,1,2,805,2671104.199369,0,0,0,0,0,0
20130604132133,1,3,4,1,1,1,1,1020,2301630.806912,0,0,0,0,0,0
20130604132144,1,6,3,2,2,1,1,900,4590920.088785,0,0,0,0,0,0
20130604132153,1,5,1,2,2,1,2,780,4655768.323920,0,0,0,0,0,0
20130604132164,1,10,3,2,2,1,2,760,4333898.624686,0,0,0,0,0,0
20130604132169,1,9,1,2,2,3,1,1073,2544190.533894,0,0,0,0,0,0
20130604132196,1,8,3,1,2,1,2,606,8362329.198577,0,0,0,0,0,0
20130604132222,1,7,1,2,2,2,1,912,41082227.020550,0,0,0,0,0,0
20130604132226,1,7,2,2,1,2,3,721,3684245.733748,0,0,0,0,0,0
20130604132259,1,8,2,2,2,3,1,1080,6066722.059213,0,0,0,0,0,0
20130604132268,1,7,1,2,2,1,2,899,6379513.607893,0,0,0,0,0,0
20130604132272,1,9,2,2,2,3,2,900,2819874.473603,0,0,0,0,0,0
20130604132273,1,7,3,2,2,3,2,1080,6458999.308337,0,0,0,0,0,0
20130604132287,1,8,2,2,2,2,1,878,18077787.039952,0,0,0,0,0,0
20130604132297,1,2,5,1,1,4,1,825,8886711.460038,0,0,0,0,0,0
20130604132311,1,8,3,1,1,2,2,1168,5411275.293311,0,0,0,0,0,0
20130604132341,1,10,1,2,2,1,2,915,4675912.399363,0,0,0,0,0,0
20130604132342,1,8,2,2,2,2,1,855,3062621.024072,0,0,0,0,0,0
20130604132346,1,7,1,2,2,2,1,985,9626395.651244,0,0,0,0,0,0
20130604132349,1,8,2,1,1,2,2,960,7436665.188692,0,0,0,0,0,0
20130604132363,1,5,2,2,2,2,1,1100,4139816.434386,0,0,0,0,0,0
20130604132370,1,9,3,2,2,1,2,870,8775833.133817,0,0,0,0,0,0
20130604132393,1,8,2,2,2,2,2,897,9509953.911332,0,0,0,0,0,0
20130604132419,1,6,2,2,2,2,3,540,38204991.679904,0,0,0,0,0,0
20130604132437,1,5,3,1,1,3,1,593,1391891.959721,0,0,0,0,0,0
20130604132442,1,7,2,1,1,1,2,889,2978859.085858,0,0,0,0,0,0
20130604132462,1,8,3,1,2,3,3,960,17136041.022322,0,0,0,0,0,0
20130605130007,1,3,4,1,2,3,2,820,5750675.116254,0,0,0,0,0,0
20130605130014,1,8,3,2,1,1,2,840,8727063.291306,0,0,0,0,0,0
20130605130021,1,2,5,2,2,2,1,510,4268025.040156,0,0,0,0,0,0
20130605130023,1,9,2,2,2,1,1,828,2183132.032051,0,0,0,0,0,0
20130605130028,1,7,2,2,2,1,2,540,4081049.858834,0,0,0,0,0,0
20130605130030,1,10,3,2,2,1,1,890,4591593.435229,0,0,0,0,0,0
20130605130040,1,4,4,2,2,1,2,855,18359133.377815,0,0,0,0,0,0
20130605130041,1,5,4,1,1,4,2,680,5846225.706075,0,0,0,0,0,0
20130605130043,1,10,1,1,2,1,1,792,4858048.801222,0,0,0,0,0,0
20130605130049,1,5,1,2,2,1,2,1137,4682612.779698,0,0,0,0,0,0
20130605130052,1,8,3,2,2,3,1,705,1396729.178913,0,0,0,0,0,0
20130605130057,1,2,4,1,1,3,2,885,10475083.115172,0,0,0,0,0,0
20130605130058,1,3,3,1,2,1,3,780,4653175.977432,0,0,0,0,0,0
20130605130059,1,9,1,2,1,4,1,1270,8511571.018817,0,0,0,0,0,0
20130605130065,1,10,3,1,2,1,1,515,2261656.150786,0,0,0,0,0,0
20130605130072,1,7,3,2,2,2,1,957,12632790.922413,0,0,0,0,0,0
20130605130074,1,10,1,2,2,1,1,1015,4188527.623430,0,0,0,0,0,0
20130605130077,1,2,2,1,2,3,2,1050,4241107.508270,0,0,0,0,0,0
20130605130081,1,10,2,2,2,2,2,914,2315114.180496,0,0,0,0,0,0
20130605130087,1,3,3,2,2,3,1,1010,6300187.183354,0,0,0,0,0,0
20130605130088,1,0,5,1,1,4,3,880,6164223.467774,0,0,0,43,0,0
20130605130091,1,10,2,1,1,1,1,900,28893181.014312,0,0,0,0,0,0
20130605130096,1,7,3,1,2,1,2,755,1485241.026762,0,0,0,0,0,0
20130605130102,1,3,3,1,1,4,2,978,1852638.488453,0,0,0,0,0,0
20130605130105,1,7,2,1,1,2,1,869,6568549.232999,0,0,0,0,0,0
20130605130110,1,10,2,1,1,3,3,1080,3336564.046712,0,0,0,0,0,0
20130605130111,1,9,5,1,2,1,2,1105,9428004.221009,0,0,0,0,0,0
20130605130113,1,3,2,1,2,2,3,770,5687509.895467,0,0,0,0,0,0
20130605130115,1,5,4,2,2,1,2,600,2673778.969555,0,0,0,0,0,0
20130605130122,1,3,3,2,1,2,2,777,2771237.583377,0,0,0,0,0,0
20130605130127,1,8,3,1,1,3,2,690,4795268.266131,0,0,0,0,0,0
20130605130145,1,6,4,1,1,2,1,900,4871293.176585,0,0,0,0,0,0
20130605130151,1,5,4,2,2,1,2,825,8939469.601962,0,0,0,0,0,0
20130605130152,1,8,2,2,2,1,1,1093,15127788.497195,0,0,0,0,0,0
20130605130153,1,5,4,1,2,3,2,619,15416768.685457,0,0,0,0,0,0
20130605130156,1,4,4,2,2,2,2,630,13965564.488190,0,0,0,0,0,0
20130605130159,1,7,2,2,2,1,2,705,4826833.186200,0,0,0,0,0,0
20130605130161,1,0,1,2,2,1,2,765,15159636.547890,0,0,0,0,0,0
20130605130507,1,8,2,2,2,2,2,885,14658117.943165,0,0,0,0,0,0
20130605130511,1,8,3,1,2,1,2,870,9759697.126017,0,0,0,0,0,0
20130605130515,1,6,2,1,1,2,1,780,8912413.366600,0,0,0,0,0,0
20130605130519,1,8,4,1,2,3,3,890,2835468.287002,0,0,0,0,0,0
20130605130523,1,7,2,2,2,2,1,898,3408986.869151,0,0,0,0,0,0
20130605130525,1,10,1,2,2,1,2,1020,8617139.961626,0,0,0,0,0,0
20130605130527,1,4,3,2,1,1,2,757,8666909.123459,0,0,0,0,0,42
20130605130533,1,8,4,2,1,3,2,810,5901231.924310,0,0,0,0,0,0
20130605130539,1,6,5,1,1,2,1,990,13441791.662440,0,0,0,0,0,0
20130605130540,1,8,2,1,2,2,2,930,10691322.178803,0,0,0,0,0,0
20130605130542,1,4,4,2,1,2,2,914,3075383.094810,0,0,0,0,0,0
20130605130543,1,10,1,1,2,1,2,1050,5296366.767248,0,0,0,0,0,0
20130605130546,1,8,2,2,1,2,3,820,11689216.486754,0,0,0,0,0,0
20130605130551,1,3,5,2,1,3,2,805,11552539.178605,0,0,0,0,0,0
20130605130555,1,8,5,1,1,1,1,990,2692369.050366,0,0,0,0,0,0
20130605130557,1,5,3,2,2,2,3,735,3895812.036893,0,0,0,0,0,0
20130605130558,1,8,2,2,2,3,2,967,9554120.548334,0,0,0,0,0,0
20130605130559,1,9,3,2,2,2,2,873,2791771.578906,0,0,0,0,0,0
20130605130560,1,8,4,1,1,2,2,960,3856064.432508,0,0,0,0,0,0
20130605130561,1,7,2,1,2,2,2,730,3146850.550789,0,42,0,0,0,0
20130605130562,1,8,2,2,2,1,1,720,2721575.256755,0,0,0,0,0,0
20130605130563,1,7,3,2,2,1,2,930,22718947.434258,0,0,0,0,0,0
20130605130564,1,8,3,1,1,1,2,900,7671953.193680,0,0,0,0,0,0
20130605130570,1,7,1,2,2,1,2,775,10815962.832434,0,0,0,0,0,0
20130605130572,1,6,3,2,1,1,1,795,2997789.396977,0,0,0,0,0,0
20130605130575,1,7,1,2,2,3,1,1035,5837760.874896,0,0,0,0,0,0
20130605130577,1,7,1,2,2,3,2,823,3028548.708754,0,0,0,0,0,0
20130605130583,1,10,3,2,2,1,2,860,19141136.469415,0,0,0,0,0,0
20130605130584,1,10,2,2,2,1,2,650,2539040.681891,0,0,0,0,0,0
20130605130593,1,7,1,2,2,1,1,960,10955622.735697,0,0,0,0,0,0
20130605130595,1,8,2,2,2,1,2,840,6296533.587042,0,0,0,0,0,0
20130605130596,1,7,3,2,2,2,2,802,1845924.481959,0,0,0,0,0,0
20130605130600,1,4,2,2,2,2,1,655,31821854.949628,0,0,0,0,0,0
20130605130604,1,8,3,2,2,2,2,684,4600058.205842,0,0,0,0,0,0
20130605130605,1,6,2,2,2,1,2,810,1221503.055136,0,0,0,0,0,0
20130605130606,1,10,1,2,2,1,2,776,9951827.076036,0,0,0,0,0,0
20130605130608,1,7,4,1,2,2,2,1000,11564215.506390,0,0,0,0,0,0
20130605130610,1,8,2,2,2,1,2,849,5455606.690559,0,0,0,0,0,0
20130605130613,1,8,2,2,2,1,2,890,14334765.391528,0,0,0,0,0,0
20130605130615,1,5,1,2,2,1,2,900,6182384.027494,0,0,0,0,0,0
20130605130617,1,8,2,2,2,2,1,995,7304203.042789,0,0,0,0,0,0
20130605130619,1,5,4,2,2,1,2,720,5589130.262387,0,0,0,0,0,0
20130605130621,1,4,3,2,1,2,2,835,2047584.300958,0,0,0,0,0,0
20130605130622,1,0,3,1,2,4,2,881,6258221.160155,0,0,0,0,0,0
20130605130623,1,7,1,2,2,1,2,1010,10469038.408169,0,0,0,0,0,0
20130605130632,1,5,1,1,1,1,2,1044,13957783.423917,0,0,0,0,0,0
20130605130634,1,0,2,1,1,2,1,957,3559773.021204,0,0,0,0,0,0
20130605130635,1,7,1,2,2,3,1,745,2456830.033003,0,0,0,0,0,0
20130605130636,1,7,2,2,2,2,2,810,7078912.466172,0,0,0,0,0,0
20130605130638,1,6,2,2,2,3,2,855,13711632.217877,0,0,0,0,0,0
20130605130647,1,4,3,2,2,2,2,755,7156442.855249,0,0,0,0,0,0
20130605130649,1,5,5,2,1,3,2,840,10036364.361262,0,0,0,0,0,0
20130605130654,1,10,2,1,2,1,2,435,7718574.404390,0,0,0,0,0,0
20130605130655,1,10,2,2,1,1,1,960,10694199.348609,0,0,0,0,0,0
20130605130658,1,10,2,2,2,1,1,840,3683245.257704,0,0,0,0,0,0
20130605130660,1,6,3,2,2,2,1,799,5148473.521354,0,0,0,0,0,0
20130605130664,1,7,1,2,2,1,2,750,12625088.481518,0,0,0,0,0,0
20130605130677,1,8,2,2,2,1,2,1024,7704965.320632,0,0,0,0,0,0
20130605130681,1,6,2,1,1,2,2,959,10882953.653087,0,0,0,0,0,0
20130605130684,1,8,1,2,2,1,2,1098,2550937.235151,0,0,0,0,0,0
20130605130685,1,8,2,1,1,2,2,960,6830071.586199,0,0,0,0,0,0
20130605130691,1,5,2,2,2,3,3,853,1596548.138454,0,0,0,0,0,0
20130605130692,1,10,1,2,2,1,2,922,14694803.094573,0,0,0,0,0,0
20130605130694,1,8,2,2,2,1,1,870,2778316.485403,0,0,0,0,0,0
20130605130696,1,5,1,2,2,2,1,630,3375904.170684,0,0,0,0,0,0
20130605130697,1,10,1,2,2,1,1,1016,8837311.273382,0,0,0,0,0,0
20130605130698,1,10,4,1,1,1,3,750,12792788.234541,0,0,0,0,0,0
20130605130699,1,7,3,1,2,1,1,877,4128676.905494,0,0,0,0,0,0
20130605130702,1,6,1,1,2,1,1,860,5021257.088803,0,0,0,0,0,0
20130605130703,1,8,2,2,2,1,3,820,2441190.148866,0,0,0,0,0,0
20130605130707,1,8,1,2,2,1,1,915,12972149.110430,0,0,0,0,0,0
20130605130710,1,4,4,2,1,1,2,660,4044967.075649,0,0,0,0,0,0
20130605130716,1,7,3,2,2,2,2,956,10567351.963814,0,0,0,0,0,0
20130605130718,1,8,1,2,2,1,1,690,8509894.283227,0,0,0,0,0,0
20130605130720,1,8,2,2,1,3,2,1335,3790770.800571,0,0,0,0,0,0
20130605130721,1,10,1,2,2,1,2,840,4525052.812388,0,0,0,0,0,0
20130605130723,1,8,2,2,2,1,2,645,2802264.671641,0,0,0,0,0,0
20130605130730,1,7,3,1,2,2,1,735,1840099.955990,0,0,0,0,0,0
20130605130736,1,6,3,2,2,2,2,750,3213101.261372,0,0,0,0,0,0
20130605130740,1,5,2,1,2,1,3,611,2460984.917726,0,0,0,0,0,0
20130605130743,1,7,2,1,2,1,1,840,5294638.502435,0,0,0,0,0,0
20130605130747,1,5,2,2,2,2,2,731,5900617.083585,0,0,0,0,0,0
20130605130748,1,6,3,1,1,2,2,927,9493883.124552,0,0,0,0,0,0
20130605130761,1,8,4,1,1,2,2,645,3021987.381812,0,0,0,0,0,0
20130605130762,1,8,3,2,2,3,2,680,2616205.893290,0,0,0,0,0,0
20130605130770,1,8,1,1,1,1,2,895,12719237.954113,0,0,0,0,0,0
20130605130773,1,6,3,2,1,2,2,840,2626176.610701,0,0,0,0,0,0
20130605130774,1,5,4,2,2,4,2,1020,5838453.857499,0,0,0,0,0,0
20130605130778,1,9,3,2,2,3,2,1047,12302577.105342,0,0,0,0,0,0
20130605130780,1,6,2,2,2,2,3,610,4347315.659502,0,0,0,0,0,0
20130605130781,1,8,2,2,2,1,2,748,9088607.536893,0,0,43,0,0,0
20130605130785,1,6,1,2,2,1,2,915,2837841.524465,0,0,0,0,0,0
20130605130788,1,7,1,2,2,2,2,1005,8956062.383362,0,0,0,0,0,0
20130605130793,1,5,4,2,1,2,2,930,5172761.638282,0,0,0,0,0,0
20130605130795,1,5,4,1,2,2,3,600,3965387.006125,0,0,0,0,0,0
20130605130796,1,10,3,2,1,3,2,902,9635944.966230,0,0,0,0,0,0
20130605130798,1,7,4,1,1,1,2,655,18106933.256399,0,0,0,0,0,0
20130605130799,1,8,3,1,2,2,2,940,5080676.837500,0,0,0,0,0,0
20130605130801,1,3,4,1,2,1,2,870,9713804.763349,0,0,0,0,0,0
20130605130802,1,8,3,2,2,2,2,905,5513792.071883,0,0,0,0,0,0
20130605130805,1,5,2,2,2,2,1,795,6114558.494191,0,0,0,0,0,0
20130605130806,1,8,2,1,2,1,2,983,2783813.960822,0,0,0,0,0,0
20130605130810,1,9,2,2,2,1,2,1005,4204794.860226,0,0,0,0,0,0
20130605130812,1,10,3,2,2,1,2,834,15451398.185483,0,0,0,0,0,0
20130605130813,1,7,4,2,2,4,2,1350,8044999.731791,0,0,0,0,0,0
20130605130814,1,10,1,2,1,1,2,910,3566950.766752,0,0,0,0,0,0
20130605130824,1,8,1,2,2,2,2,967,10035783.126328,0,0,0,0,0,0
20130605130832,1,8,2,2,1,2,3,810,7188507.174789,0,0,0,0,0,0
20130605130833,1,9,2,2,1,1,2,772,2217216.078377,0,0,0,0,0,0
20130605130835,1,4,4,2,2,4,3,726,14462252.764839,0,0,0,0,0,0
20130605130844,1,8,1,2,2,1,2,665,2428869.219832,0,0,0,0,0,0
20130605130846,1,1,5,2,1,4,2,460,2252092.809648,0,0,0,0,0,0
20130605130847,1,8,1,2,1,1,2,555,2156339.287384,0,0,0,0,0,0
20130605130852,1,1,3,2,2,2,2,945,7890792.841388,0,0,0,0,0,0
20130605130856,1,10,1,2,2,2,1,896,17310553.696542,0,0,0,0,0,0
20130605130857,1,5,5,1,2,2,2,790,3103335.512273,0,0,0,0,0,0
20130605130862,1,5,4,1,2,1,3,1048,2150163.684579,0,0,0,0,0,0
20130605130865,1,9,2,1,1,2,2,770,14034510.681356,0,0,0,0,0,0
20130605130867,1,6,2,2,2,4,2,876,4207505.758079,0,0,0,0,0,0
20130605130870,1,7,3,1,2,3,2,1012,5363074.159858,0,0,0,0,0,0
20130605130873,1,9,2,1,2,1,2,823,3240326.356385,0,0,0,0,0,0
20130605130885,1,9,3,2,2,3,2,745,2529290.573875,0,0,0,0,0,0
20130605130886,1,7,1,2,2,3,2,929,3449039.144000,0,0,0,0,0,0
20130605130892,1,5,1,2,2,2,2,630,6682805.381977,0,0,0,0,42,0
20130605130897,1,7,3,2,2,1,2,765,10594431.357970,0,0,0,0,0,0
20130605130903,1,6,4,1,2,1,2,607,5350754.448380,0,0,0,0,0,0
20130605130906,1,7,3,2,2,3,1,870,7697686.970478,0,0,0,0,0,0
20130605130908,1,2,3,2,2,1,2,890,2769063.453706,0,0,0,0,0,0
20130605130910,1,8,3,1,2,2,2,900,7379091.812379,0,0,0,0,0,0
20130605130917,1,9,2,2,2,2,2,945,2422070.367028,0,0,0,0,0,0
20130605130918,1,8,3,2,2,1,2,780,1796201.402112,0,0,0,0,0,0
20130605130920,1,7,2,1,2,4,2,1065,4646395.936418,0,0,0,0,0,0
20130605130921,1,8,1,2,2,1,1,1145,3858891.200991,0,0,0,0,0,0
20130605130922,1,9,1,2,2,1,2,910,9412850.055188,0,0,0,0,0,0
20130605130925,1,8,2,2,2,2,2,1020,2626652.009073,0,0,0,0,0,0
20130605130926,1,10,4,2,2,1,1,765,6945441.008349,0,0,0,0,0,0
20130605130928,1,8,1,2,2,1,2,810,5508566.157251,0,0,0,0,0,0
20130605130932,1,5,2,1,2,2,2,895,1981625.727116,0,0,0,0,0,0
20130605130933,1,5,1,2,2,2,2,987,16599033.407332,0,0,0,0,0,0
20130605130938,1,6,3,2,2,1,2,665,7057649.250326,0,0,0,0,0,0
20130605130945,1,7,3,1,1,4,3,1215,5968858.494707,0,0,0,0,0,0
20130605130948,1,4,5,1,1,4,2,705,4953011.781252,0,0,0,0,0,0
20130605130960,1,8,2,1,1,2,2,900,3990111.917200,0,0,0,0,0,0
20130605130962,1,10,3,2,1,1,1,955,6147019.431011,0,0,0,0,0,0
20130605130963,1,7,2,2,2,4,1,837,12459500.087867,0,0,0,0,0,0
20130605130964,1,8,4,1,2,1,2,930,1373719.909109,0,0,0,0,0,0
20130605130966,1,7,3,2,2,2,3,865,4917419.052253,0,0,0,0,0,0
20130605130969,1,5,2,1,2,3,2,749,5766167.412080,0,0,0,0,0,0
20130605130971,1,7,4,1,1,2,1,840,6131459.928946,0,0,0,0,0,0
20130605130976,1,10,3,1,2,1,1,610,4048231.408218,0,0,0,0,0,0
20130605130979,1,4,2,1,2,2,1,960,2500239.843997,0,0,0,0,0,0
20130605130981,1,9,1,2,2,1,1,815,4336408.535250,0,0,0,0,0,0
20130605130982,1,10,1,2,2,1,2,877,5425135.705362,0,0,0,0,0,0
20130605130986,1,7,2,2,2,1,1,900,4270636.717224,0,0,0,0,0,0
20130605130989,1,9,1,2,2,1,1,840,2712230.996524,0,0,0,0,0,0
20130605130990,1,10,3,2,2,1,2,847,11479933.138813,0,0,0,0,0,0
20130605130992,1,8,3,1,2,2,2,792,1608007.133157,0,0,0,0,0,0
20130605130994,1,8,1,2,1,2,3,1080,16910510.832967,0,0,0,0,0,0
20130605130995,1,9,2,2,2,1,1,620,6079803.345662,0,0,0,0,0,0
20130605130999,1,8,1,1,1,3,2,708,4793851.568429,0,42,0,0,0,0
20130605131000,1,8,3,2,1,4,2,785,4037572.573051,0,0,0,0,0,0
20130605131008,1,6,2,2,1,2,1,915,8378953.713946,0,42,0,0,0,0
20130605131009,1,7,2,2,1,4,2,990,3912219.187130,0,0,0,0,0,0
20130605131012,1,8,1,2,2,1,1,709,2621677.244332,0,0,0,0,0,0
20130605131017,1,7,3,2,2,1,2,485,2415494.428533,0,0,0,0,0,0
20130605131021,1,10,3,1,2,3,1,920,3769675.294652,0,0,0,0,0,0
20130605131024,1,7,2,2,2,1,2,959,9551798.915155,0,0,0,0,0,0
20130605131025,1,7,2,2,2,2,1,815,12668202.440226,0,0,0,0,0,0
20130605131027,1,8,2,2,2,1,2,805,4282985.321479,0,0,0,0,0,0
20130605131031,1,8,2,2,2,1,2,817,3175349.185944,0,0,0,0,0,0
20130605131038,1,8,2,1,1,1,2,955,13458281.622397,0,0,0,0,0,0
20130605131046,1,7,4,1,1,3,1,1134,12423305.540000,0,0,0,0,0,0
20130605131051,1,5,2,2,2,1,2,1110,4971198.600045,0,0,0,0,0,0
20130605131058,1,8,2,2,2,2,3,835,1712593.128822,0,0,0,0,0,0
20130605131059,1,8,2,1,2,2,2,1005,4510565.361970,0,0,0,0,0,0
20130605131062,1,8,3,1,2,2,1,975,6467328.199340,0,0,0,0,0,0
20130605131068,1,10,4,1,1,1,2,898,4279933.485291,0,0,0,0,0,0
20130605131076,1,8,3,2,1,1,1,1005,4519403.064101,0,0,0,0,0,0
20130605131077,1,8,1,2,2,1,1,895,1453041.034029,0,0,0,0,0,0
20130605131080,1,6,1,2,2,1,1,635,4649121.090967,0,0,0,0,0,0
20130605131089,1,10,3,1,2,1,2,704,8712672.089551,0,0,43,0,0,0
20130605131090,1,8,3,1,1,1,2,788,10287138.295499,0,0,0,0,0,0
20130605131101,1,5,4,2,1,2,1,795,2044477.253204,0,0,0,0,0,0
20130605131113,1,5,3,1,1,2,2,840,11116557.311048,0,0,0,0,0,0
20130605131119,1,5,3,2,1,1,2,870,4834613.206812,0,0,0,0,0,0
20130605131124,1,6,1,2,2,3,2,590,13713921.679859,0,0,0,0,0,0
20130605131127,1,8,3,1,1,2,2,945,3526041.549732,0,0,0,0,0,0
20130605131134,1,8,1,2,2,1,2,1025,2708837.730881,0,0,0,0,0,0
20130605131144,1,3,2,2,2,2,2,825,3557396.869384,0,0,0,0,0,0
20130605131147,1,8,1,2,2,1,2,880,10091025.086927,0,0,0,0,0,0
20130605131148,1,7,2,1,2,1,2,960,7447452.054599,0,0,0,0,0,0
20130605131150,1,8,3,1,2,1,2,964,5098059.651130,0,0,0,0,0,0
20130605131155,1,8,3,2,2,1,1,1063,7589736.027853,0,0,0,0,0,0
20130605131163,1,7,3,2,1,2,2,892,1539131.788031,0,0,0,0,0,0
20130605131169,1,8,2,2,1,1,1,720,4292621.076228,0,0,0,0,0,0
20130605131172,1,4,2,2,2,3,2,915,3372551.808898,0,0,0,0,0,0
20130605131174,1,7,2,2,2,2,1,730,4229522.034894,0,0,0,0,0,0
20130605131179,1,7,2,2,2,2,2,1125,2653430.482332,0,0,0,0,0,0
20130605131182,1,8,2,2,2,2,2,867,5876178.972108,0,0,0,0,0,0
20130605131184,1,8,3,1,2,2,2,975,8725439.355991,0,0,0,0,0,0
